student_id,year,grade,class,gender
333,2020,9,9D,Female
334,2020,9,9D,Male
335,2020,9,9D,Female
336,2020,9,9D,Female
337,2020,9,9D,Male
338,2020,9,9D,Male
339,2020,9,9D,Female
340,2020,9,9D,Female
341,2020,9,9D,Male
342,2020,9,9D,Female
343,2020,9,9D,Male
344,2020,9,9D,Female
345,2020,9,9D,Male
346,2020,9,9D,Male
347,2020,9,9D,Male
348,2020,9,9D,Female
349,2020,9,9D,Female
350,2020,9,9D,Male
351,2020,9,9E,Female
352,2020,9,9E,Male
353,2020,9,9E,Male
354,2020,9,9E,Female
355,2020,9,9E,Female
356,2020,9,9E,Male
357,2020,9,9E,Female
358,2020,9,9E,Female
359,2020,9,9E,Male
360,2020,9,9E,Male
361,2020,9,9E,Female
362,2020,9,9E,Male
363,2020,9,9E,Male
364,2020,9,9E,Female
365,2020,9,9E,Male
366,2020,9,9E,Male
367,2020,9,9E,Female
368,2020,9,9E,Female
369,2020,9,9E,Male
370,2020,9,9E,Male
371,2020,9,9E,Female
372,2020,9,9E,Female
373,2020,9,9E,Female
374,2020,9,9E,Female
375,2020,9,9E,Male
376,2020,10,10A,Female
377,2020,10,10A,Female
378,2020,10,10A,Male
379,2020,10,10A,Female
380,2020,10,10A,Male
381,2020,10,10A,Female
382,2020,10,10A,Female
383,2020,10,10A,Female
384,2020,10,10A,Male
385,2020,10,10A,Male
386,2020,10,10A,Female
387,2020,10,10A,Male
388,2020,10,10A,Male
389,2020,10,10A,Male
390,2020,10,10A,Male
391,2020,10,10A,Male
392,2020,10,10A,Male
393,2020,10,10A,Female
394,2020,10,10A,Female
395,2020,10,10A,Male
396,2020,10,10A,Female
397,2020,10,10A,Female
398,2020,10,10A,Female
399,2020,10,10A,Female
400,2020,10,10A,Male
401,2020,10,10B,Female
402,2020,10,10B,Female
403,2020,10,10B,Male
404,2020,10,10B,Male
405,2020,10,10B,Female
406,2020,10,10B,Female
407,2020,10,10B,Female
408,2020,10,10B,Female
409,2020,10,10B,Female
410,2020,10,10B,Female
411,2020,10,10B,Male
412,2020,10,10B,Female
413,2020,10,10B,Female
414,2020,10,10B,Male
415,2020,10,10B,Male
416,2020,10,10B,Male
417,2020,10,10B,Male
418,2020,10,10B,Female
419,2020,10,10B,Female
420,2020,10,10B,Female
421,2020,10,10B,Female
422,2020,10,10B,Female
423,2020,10,10B,Female
424,2020,10,10B,Male
425,2020,10,10B,Female
426,2020,10,10C,Male
427,2020,10,10C,Male
428,2020,10,10C,Female
429,2020,10,10C,Male
430,2020,10,10C,Female
431,2020,10,10C,Male
432,2020,10,10C,Female
433,2020,10,10C,Male
434,2020,10,10C,Female
435,2020,10,10C,Female
436,2020,10,10C,Female
437,2020,10,10C,Female
438,2020,10,10C,Female
439,2020,10,10C,Male
440,2020,10,10C,Male
441,2020,10,10C,Male
442,2020,10,10C,Female
443,2020,10,10C,Male
444,2020,10,10C,Female
445,2020,10,10C,Female
446,2020,10,10C,Male
447,2020,10,10C,Male
448,2020,10,10C,Female
449,2020,10,10C,Male
450,2020,10,10C,Female
451,2020,10,10D,Female
452,2020,10,10D,Female
453,2020,10,10D,Female
454,2020,10,10D,Female
455,2020,10,10D,Male
456,2020,10,10D,Male
457,2020,10,10D,Female
458,2020,10,10D,Female
459,2020,10,10D,Male
460,2020,10,10D,Male
461,2020,10,10D,Female
462,2020,10,10D,Male
463,2020,10,10D,Female
464,2020,10,10D,Male
465,2020,10,10D,Female
466,2020,10,10D,Male
467,2020,10,10D,Female
468,2020,10,10D,Male
469,2020,10,10D,Male
470,2020,10,10D,Female
471,2020,10,10D,Male
472,2020,10,10D,Female
473,2020,10,10D,Male
474,2020,10,10D,Female
475,2020,10,10D,Male
476,2020,10,10E,Female
477,2020,10,10E,Male
478,2020,10,10E,Female
479,2020,10,10E,Male
480,2020,10,10E,Female
481,2020,10,10E,Female
482,2020,10,10E,Female
483,2020,10,10E,Male
484,2020,10,10E,Female
485,2020,10,10E,Male
486,2020,10,10E,Female
487,2020,10,10E,Male
488,2020,10,10E,Female
489,2020,10,10E,Male
490,2020,10,10E,Male
491,2020,10,10E,Female
492,2020,10,10E,Male
493,2020,10,10E,Male
494,2020,10,10E,Female
495,2020,10,10E,Male
496,2020,10,10E,Male
497,2020,10,10E,Male
498,2020,10,10E,Female
499,2020,10,10E,Male
500,2020,10,10E,Female
501,2020,11,11A,Male
502,2020,11,11A,Male
503,2020,11,11A,Male
504,2020,11,11A,Female
505,2020,11,11A,Male
506,2020,11,11A,Male
507,2020,11,11A,Female
508,2020,11,11A,Male
509,2020,11,11A,Female
510,2020,11,11A,Female
511,2020,11,11A,Male
512,2020,11,11A,Female
513,2020,11,11A,Male
514,2020,11,11A,Female
515,2020,11,11A,Female
516,2020,11,11A,Male
517,2020,11,11A,Female
518,2020,11,11A,Female
519,2020,11,11A,Female
520,2020,11,11A,Female
521,2020,11,11A,Female
522,2020,11,11A,Male
523,2020,11,11A,Female
524,2020,11,11A,Male
525,2020,11,11A,Female
526,2020,11,11B,Male
527,2020,11,11B,Male
528,2020,11,11B,Female
529,2020,11,11B,Female
530,2020,11,11B,Female
531,2020,11,11B,Male
532,2020,11,11B,Female
533,2020,11,11B,Male
534,2020,11,11B,Male
535,2020,11,11B,Male
536,2020,11,11B,Female
537,2020,11,11B,Female
538,2020,11,11B,Male
539,2020,11,11B,Male
540,2020,11,11B,Female
541,2020,11,11B,Male
542,2020,11,11B,Female
543,2020,11,11B,Male
544,2020,11,11B,Female
545,2020,11,11B,Male
546,2020,11,11B,Female
547,2020,11,11B,Male
548,2020,11,11B,Female
549,2020,11,11B,Female
550,2020,11,11B,Male
551,2020,11,11C,Male
552,2020,11,11C,Female
553,2020,11,11C,Male
554,2020,11,11C,Female
555,2020,11,11C,Male
556,2020,11,11C,Female
557,2020,11,11C,Female
558,2020,11,11C,Female
559,2020,11,11C,Female
560,2020,11,11C,Female
561,2020,11,11C,Female
562,2020,11,11C,Male
563,2020,11,11C,Male
564,2020,11,11C,Male
565,2020,11,11C,Female
566,2020,11,11C,Female
567,2020,11,11C,Female
568,2020,11,11C,Female
569,2020,11,11C,Male
570,2020,11,11C,Male
571,2020,11,11C,Female
572,2020,11,11C,Male
573,2020,11,11C,Male
574,2020,11,11C,Female
575,2020,11,11C,Male
576,2020,11,11D,Female
577,2020,11,11D,Male
578,2020,11,11D,Female
579,2020,11,11D,Female
580,2020,11,11D,Female
581,2020,11,11D,Female
582,2020,11,11D,Male
583,2020,11,11D,Female
584,2020,11,11D,Female
585,2020,11,11D,Female
586,2020,11,11D,Male
587,2020,11,11D,Female
588,2020,11,11D,Male
589,2020,11,11D,Female
590,2020,11,11D,Male
591,2020,11,11D,Male
592,2020,11,11D,Female
593,2020,11,11D,Male
594,2020,11,11D,Female
595,2020,11,11D,Female
596,2020,11,11D,Female
597,2020,11,11D,Male
598,2020,11,11D,Male
599,2020,11,11D,Female
600,2020,11,11D,Female
601,2020,11,11E,Male
602,2020,11,11E,Female
603,2020,11,11E,Female
604,2020,11,11E,Female
605,2020,11,11E,Male
606,2020,11,11E,Male
607,2020,11,11E,Male
608,2020,11,11E,Female
609,2020,11,11E,Female
610,2020,11,11E,Female
611,2020,11,11E,Male
612,2020,11,11E,Female
613,2020,11,11E,Female
614,2020,11,11E,Female
615,2020,11,11E,Female
616,2020,11,11E,Male
617,2020,11,11E,Male
618,2020,11,11E,Female
619,2020,11,11E,Male
620,2020,11,11E,Male
621,2020,11,11E,Female
622,2020,11,11E,Female
623,2020,11,11E,Male
624,2020,11,11E,Female
625,2020,11,11E,Male
626,2020,12,12A,Female
627,2020,12,12A,Male
628,2020,12,12A,Female
629,2020,12,12A,Male
630,2020,12,12A,Male
631,2020,12,12A,Male
632,2020,12,12A,Female
633,2020,12,12A,Male
634,2020,12,12A,Male
635,2020,12,12A,Female
636,2020,12,12A,Female
637,2020,12,12A,Male
638,2020,12,12A,Male
639,2020,12,12A,Female
640,2020,12,12A,Female
641,2020,12,12A,Female
642,2020,12,12A,Female
643,2020,12,12A,Female
644,2020,12,12A,Male
645,2020,12,12A,Female
646,2020,12,12A,Male
647,2020,12,12A,Male
648,2020,12,12A,Male
649,2020,12,12A,Female
650,2020,12,12A,Male
651,2020,12,12B,Male
652,2020,12,12B,Female
653,2020,12,12B,Male
654,2020,12,12B,Male
655,2020,12,12B,Female
656,2020,12,12B,Male
657,2020,12,12B,Male
658,2020,12,12B,Male
659,2020,12,12B,Female
660,2020,12,12B,Female
661,2020,12,12B,Female
662,2020,12,12B,Male
663,2020,12,12B,Male
664,2020,12,12B,Female
665,2020,12,12B,Male
666,2020,12,12B,Male
667,2020,12,12B,Female
668,2020,12,12B,Female
669,2020,12,12B,Male
670,2020,12,12B,Male
671,2020,12,12B,Male
672,2020,12,12B,Female
673,2020,12,12B,Female
674,2020,12,12B,Female
675,2020,12,12B,Female
676,2020,12,12C,Male
677,2020,12,12C,Female
678,2020,12,12C,Female
679,2020,12,12C,Female
680,2020,12,12C,Female
681,2020,12,12C,Female
682,2020,12,12C,Male
683,2020,12,12C,Male
684,2020,12,12C,Female
685,2020,12,12C,Male
686,2020,12,12C,Female
687,2020,12,12C,Female
688,2020,12,12C,Male
689,2020,12,12C,Male
690,2020,12,12C,Female
691,2020,12,12C,Female
692,2020,12,12C,Female
693,2020,12,12C,Male
694,2020,12,12C,Female
695,2020,12,12C,Female
696,2020,12,12C,Female
697,2020,12,12C,Male
698,2020,12,12C,Female
699,2020,12,12C,Female
700,2020,12,12C,Male
701,2020,12,12D,Female
702,2020,12,12D,Female
703,2020,12,12D,Male
704,2020,12,12D,Female
705,2020,12,12D,Male
706,2020,12,12D,Male
707,2020,12,12D,Female
708,2020,12,12D,Female
709,2020,12,12D,Female
710,2020,12,12D,Female
711,2020,12,12D,Male
712,2020,12,12D,Female
713,2020,12,12D,Male
714,2020,12,12D,Female
715,2020,12,12D,Female
716,2020,12,12D,Female
717,2020,12,12D,Male
718,2020,12,12D,Female
719,2020,12,12D,Female
720,2020,12,12D,Female
721,2020,12,12D,Female
722,2020,12,12D,Male
723,2020,12,12D,Female
724,2020,12,12D,Male
725,2020,12,12D,Male
726,2020,12,12E,Male
727,2020,12,12E,Male
728,2020,12,12E,Male
729,2020,12,12E,Male
730,2020,12,12E,Female
731,2020,12,12E,Male
732,2020,12,12E,Male
733,2020,12,12E,Male
734,2020,12,12E,Female
735,2020,12,12E,Female
736,2020,12,12E,Male
737,2020,12,12E,Female
738,2020,12,12E,Male
739,2020,12,12E,Male
740,2020,12,12E,Female
741,2020,12,12E,Male
742,2020,12,12E,Female
743,2020,12,12E,Female
744,2020,12,12E,Male
745,2020,12,12E,Male
746,2020,12,12E,Female
747,2020,12,12E,Male
748,2020,12,12E,Male
749,2020,12,12E,Male
750,2020,12,12E,Female
751,2021,7,7A,Female
752,2021,7,7B,Male
753,2021,7,7C,Female
754,2021,7,7D,Female
755,2021,7,7E,Female
19,2021,8,8A,Female
43,2021,8,8B,Female
37,2021,8,8B,Female
77,2021,8,8D,Female
54,2021,8,8C,Female
92,2021,8,8D,Female
57,2021,8,8C,Female
124,2021,8,8E,Male
94,2021,8,8D,Female
5,2021,8,8A,Male
28,2021,8,8B,Female
117,2021,8,8E,Male
45,2021,8,8B,Female
97,2021,8,8D,Female
20,2021,8,8A,Male
78,2021,8,8D,Female
11,2021,8,8A,Male
102,2021,8,8E,Female
12,2021,8,8A,Male
115,2021,8,8E,Male
48,2021,8,8B,Male
79,2021,8,8D,Male
1,2021,8,8A,Male
27,2021,8,8B,Female
32,2021,8,8B,Male
68,2021,8,8C,Male
13,2021,8,8A,Male
25,2021,8,8A,Female
46,2021,8,8B,Female
109,2021,8,8E,Female
90,2021,8,8D,Female
74,2021,8,8C,Female
65,2021,8,8C,Male
16,2021,8,8A,Male
113,2021,8,8E,Female
23,2021,8,8A,Female
41,2021,8,8B,Male
82,2021,8,8D,Female
86,2021,8,8D,Male
31,2021,8,8B,Male
95,2021,8,8D,Female
56,2021,8,8C,Female
10,2021,8,8A,Female
34,2021,8,8B,Female
63,2021,8,8C,Male
26,2021,8,8B,Female
120,2021,8,8E,Male
29,2021,8,8B,Female
67,2021,8,8C,Female
123,2021,8,8E,Female
6,2021,8,8A,Female
66,2021,8,8C,Female
71,2021,8,8C,Female
40,2021,8,8B,Male
50,2021,8,8B,Female
36,2021,8,8B,Male
17,2021,8,8A,Female
69,2021,8,8C,Female
35,2021,8,8B,Female
116,2021,8,8E,Female
8,2021,8,8A,Male
119,2021,8,8E,Female
44,2021,8,8B,Female
96,2021,8,8D,Female
70,2021,8,8C,Female
101,2021,8,8E,Male
106,2021,8,8E,Female
9,2021,8,8A,Male
14,2021,8,8A,Male
110,2021,8,8E,Male
4,2021,8,8A,Male
18,2021,8,8A,Female
39,2021,8,8B,Male
73,2021,8,8C,Male
98,2021,8,8D,Female
7,2021,8,8A,Male
81,2021,8,8D,Male
108,2021,8,8E,Female
111,2021,8,8E,Female
55,2021,8,8C,Male
51,2021,8,8C,Male
84,2021,8,8D,Female
47,2021,8,8B,Female
85,2021,8,8D,Male
62,2021,8,8C,Male
122,2021,8,8E,Male
80,2021,8,8D,Female
99,2021,8,8D,Female
42,2021,8,8B,Male
59,2021,8,8C,Male
91,2021,8,8D,Female
49,2021,8,8B,Female
89,2021,8,8D,Female
121,2021,8,8E,Female
58,2021,8,8C,Male
76,2021,8,8D,Female
33,2021,8,8B,Female
118,2021,8,8E,Female
60,2021,8,8C,Male
64,2021,8,8C,Male
105,2021,8,8E,Female
38,2021,8,8B,Male
30,2021,8,8B,Female
112,2021,8,8E,Male
2,2021,8,8A,Female
53,2021,8,8C,Male
22,2021,8,8A,Male
3,2021,8,8A,Male
24,2021,8,8A,Female
104,2021,8,8E,Female
100,2021,8,8D,Male
88,2021,8,8D,Male
114,2021,8,8E,Female
75,2021,8,8C,Male
87,2021,8,8D,Female
83,2021,8,8D,Male
125,2021,8,8E,Male
21,2021,8,8A,Female
61,2021,8,8C,Male
756,2021,8,8A,Female
757,2021,8,8B,Female
758,2021,8,8C,Male
759,2021,8,8D,Male
760,2021,8,8E,Male
144,2021,9,9A,Female
168,2021,9,9B,Male
162,2021,9,9B,Male
202,2021,9,9D,Female
179,2021,9,9C,Male
217,2021,9,9D,Female
182,2021,9,9C,Male
249,2021,9,9E,Male
219,2021,9,9D,Female
130,2021,9,9A,Female
153,2021,9,9B,Male
242,2021,9,9E,Male
170,2021,9,9B,Female
222,2021,9,9D,Male
145,2021,9,9A,Female
203,2021,9,9D,Male
136,2021,9,9A,Male
227,2021,9,9E,Male
137,2021,9,9A,Male
240,2021,9,9E,Female
173,2021,9,9B,Male
204,2021,9,9D,Male
126,2021,9,9A,Female
152,2021,9,9B,Male
157,2021,9,9B,Male
193,2021,9,9C,Male
138,2021,9,9A,Male
150,2021,9,9A,Female
171,2021,9,9B,Female
234,2021,9,9E,Female
215,2021,9,9D,Male
199,2021,9,9C,Male
190,2021,9,9C,Female
141,2021,9,9A,Female
238,2021,9,9E,Female
148,2021,9,9A,Male
166,2021,9,9B,Male
207,2021,9,9D,Female
211,2021,9,9D,Male
156,2021,9,9B,Female
220,2021,9,9D,Male
181,2021,9,9C,Male
135,2021,9,9A,Male
159,2021,9,9B,Male
188,2021,9,9C,Male
151,2021,9,9B,Male
245,2021,9,9E,Male
154,2021,9,9B,Male
192,2021,9,9C,Male
248,2021,9,9E,Male
131,2021,9,9A,Female
191,2021,9,9C,Male
196,2021,9,9C,Female
165,2021,9,9B,Female
175,2021,9,9B,Female
161,2021,9,9B,Male
142,2021,9,9A,Male
194,2021,9,9C,Male
160,2021,9,9B,Female
241,2021,9,9E,Female
133,2021,9,9A,Male
244,2021,9,9E,Male
169,2021,9,9B,Male
221,2021,9,9D,Male
195,2021,9,9C,Male
226,2021,9,9E,Female
231,2021,9,9E,Female
134,2021,9,9A,Male
139,2021,9,9A,Male
235,2021,9,9E,Female
129,2021,9,9A,Female
143,2021,9,9A,Female
164,2021,9,9B,Female
198,2021,9,9C,Female
223,2021,9,9D,Female
132,2021,9,9A,Male
206,2021,9,9D,Male
233,2021,9,9E,Female
236,2021,9,9E,Female
180,2021,9,9C,Male
176,2021,9,9C,Female
209,2021,9,9D,Female
172,2021,9,9B,Male
210,2021,9,9D,Male
187,2021,9,9C,Female
247,2021,9,9E,Male
205,2021,9,9D,Female
224,2021,9,9D,Female
167,2021,9,9B,Female
184,2021,9,9C,Male
216,2021,9,9D,Male
174,2021,9,9B,Female
214,2021,9,9D,Male
246,2021,9,9E,Female
183,2021,9,9C,Female
201,2021,9,9D,Male
158,2021,9,9B,Female
243,2021,9,9E,Female
185,2021,9,9C,Male
189,2021,9,9C,Male
230,2021,9,9E,Male
163,2021,9,9B,Female
155,2021,9,9B,Male
237,2021,9,9E,Female
127,2021,9,9A,Female
178,2021,9,9C,Male
147,2021,9,9A,Male
128,2021,9,9A,Male
149,2021,9,9A,Male
229,2021,9,9E,Male
225,2021,9,9D,Female
213,2021,9,9D,Male
239,2021,9,9E,Male
200,2021,9,9C,Male
212,2021,9,9D,Male
208,2021,9,9D,Female
250,2021,9,9E,Male
146,2021,9,9A,Male
186,2021,9,9C,Male
761,2021,9,9A,Female
762,2021,9,9B,Female
763,2021,9,9C,Male
764,2021,9,9D,Female
765,2021,9,9E,Male
269,2021,10,10A,Male
293,2021,10,10B,Male
287,2021,10,10B,Male
327,2021,10,10D,Male
304,2021,10,10C,Female
342,2021,10,10D,Female
307,2021,10,10C,Female
374,2021,10,10E,Female
344,2021,10,10D,Female
255,2021,10,10A,Male
278,2021,10,10B,Female
367,2021,10,10E,Female
295,2021,10,10B,Female
347,2021,10,10D,Male
270,2021,10,10A,Male
328,2021,10,10D,Male
261,2021,10,10A,Male
352,2021,10,10E,Male
262,2021,10,10A,Female
365,2021,10,10E,Male
298,2021,10,10B,Male
329,2021,10,10D,Female
251,2021,10,10A,Female
277,2021,10,10B,Male
282,2021,10,10B,Female
318,2021,10,10C,Male
263,2021,10,10A,Male
275,2021,10,10A,Male
296,2021,10,10B,Female
359,2021,10,10E,Male
340,2021,10,10D,Female
324,2021,10,10C,Female
315,2021,10,10C,Male
266,2021,10,10A,Female
363,2021,10,10E,Male
273,2021,10,10A,Female
291,2021,10,10B,Male
332,2021,10,10D,Male
336,2021,10,10D,Female
281,2021,10,10B,Female
345,2021,10,10D,Male
306,2021,10,10C,Male
260,2021,10,10A,Male
284,2021,10,10B,Male
313,2021,10,10C,Female
276,2021,10,10B,Female
370,2021,10,10E,Male
279,2021,10,10B,Male
317,2021,10,10C,Male
373,2021,10,10E,Female
256,2021,10,10A,Male
316,2021,10,10C,Female
321,2021,10,10C,Female
290,2021,10,10B,Female
300,2021,10,10B,Female
286,2021,10,10B,Male
267,2021,10,10A,Female
319,2021,10,10C,Male
285,2021,10,10B,Female
366,2021,10,10E,Male
258,2021,10,10A,Female
369,2021,10,10E,Male
294,2021,10,10B,Female
346,2021,10,10D,Male
320,2021,10,10C,Female
351,2021,10,10E,Female
356,2021,10,10E,Male
259,2021,10,10A,Female
264,2021,10,10A,Male
360,2021,10,10E,Male
254,2021,10,10A,Male
