student_id,academic_year,cohort,start_cohort,sub_cohort,status,week_id,week_of_year,week_start,who5_total,delta_1w,rolling_mean_4w,persist_low,total_engagement_score,logins,journal_entries,goals_set,no_engagement_2w,dynamic_flag_count,static_flag_count,total_flag_count
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W09,9,2020-11-02,76,12.0,70.0,False,37.95825999131138,1,2,3,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W10,10,2020-11-09,92,16.0,76.0,False,93.36251837956384,4,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W11,11,2020-11-16,84,-8.0,79.0,False,76.46507658663786,4,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W12,12,2020-11-23,96,12.0,87.0,False,68.79592265400358,3,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W13,13,2020-11-30,80,-16.0,88.0,False,38.02398957842424,1,1,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W14,14,2020-12-07,84,4.0,86.0,False,38.13625958055195,1,1,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W15,15,2020-12-14,84,0.0,86.0,False,58.65623978742773,3,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W16,16,2020-12-21,88,4.0,84.0,False,0.0,1,0,1,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W17,17,2020-12-28,92,4.0,87.0,False,66.42175205046001,4,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W18,18,2021-01-04,92,0.0,89.0,False,83.61826254221886,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W19,19,2021-01-11,96,4.0,92.0,False,75.70570181831974,3,3,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W20,20,2021-01-18,88,-8.0,92.0,False,7.827899302053366,0,0,2,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W21,21,2021-01-25,100,12.0,94.0,False,76.11388130217529,3,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W22,22,2021-02-01,84,-16.0,92.0,False,39.388846665557786,1,2,4,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W23,23,2021-02-08,68,-16.0,85.0,False,30.055889260724793,1,1,4,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W24,24,2021-02-15,80,12.0,83.0,False,41.49232239596603,2,3,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W25,25,2021-02-22,92,12.0,81.0,False,58.70928780876389,2,2,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W26,26,2021-03-01,92,0.0,83.0,False,64.37554302531181,3,3,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W27,27,2021-03-08,80,-12.0,86.0,False,73.23728468550023,3,3,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W28,28,2021-03-15,76,-4.0,85.0,False,54.62866552932235,2,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W29,29,2021-03-22,68,-8.0,79.0,False,25.33069601654017,1,1,3,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W30,30,2021-03-29,76,8.0,75.0,False,14.157434807970223,0,0,2,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W31,31,2021-04-05,80,4.0,75.0,False,60.40591229885261,3,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W32,32,2021-04-12,84,4.0,77.0,False,34.86580824430132,1,1,4,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W33,33,2021-04-19,96,12.0,84.0,False,16.880736556676602,0,0,1,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W34,34,2021-04-26,92,-4.0,88.0,False,53.25504915848452,3,2,6,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W35,35,2021-05-03,100,8.0,93.0,False,99.99999860988824,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W36,36,2021-05-10,92,-8.0,95.0,False,43.16064352344768,3,2,6,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W37,37,2021-05-17,68,-24.0,88.0,False,27.405470894310934,2,1,3,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W38,38,2021-05-24,76,8.0,84.0,False,68.20202310888314,3,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2020-2021,8,7,A,active,2020-2021-W39,39,2021-05-31,84,8.0,80.0,False,67.63725454255115,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W01,1,2021-09-06,80,,80.0,False,54.868747997434276,3,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W02,2,2021-09-13,72,-8.0,76.0,False,44.22811799306263,2,2,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W03,3,2021-09-20,64,-8.0,72.0,False,40.618088788865585,2,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W04,4,2021-09-27,76,12.0,73.0,False,68.09190311449242,3,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W05,5,2021-10-04,84,8.0,74.0,False,78.93031661947198,3,3,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W06,6,2021-10-11,64,-20.0,72.0,False,62.24956203408275,3,3,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W07,7,2021-10-18,64,0.0,72.0,False,16.87661385226767,0,0,1,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W08,8,2021-10-25,80,16.0,73.0,False,63.07218170000075,4,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W09,9,2021-11-01,80,0.0,72.0,False,73.2727307111588,3,4,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W10,10,2021-11-08,68,-12.0,73.0,False,56.77947229083684,3,3,6,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W11,11,2021-11-15,64,-4.0,73.0,False,85.69948245554723,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W12,12,2021-11-22,80,16.0,73.0,False,60.45212261345806,3,3,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W13,13,2021-11-29,64,-16.0,69.0,False,14.616255815590018,1,0,2,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W14,14,2021-12-06,88,24.0,74.0,False,99.99999849856106,5,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W15,15,2021-12-13,72,-16.0,76.0,False,65.69691403110228,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W16,16,2021-12-20,64,-8.0,72.0,False,59.37561337945871,2,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W17,17,2021-12-27,68,4.0,73.0,False,58.24520718383431,2,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W18,18,2022-01-03,76,8.0,70.0,False,86.07204285496496,4,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W19,19,2022-01-10,68,-8.0,69.0,False,36.341154601805485,1,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W20,20,2022-01-17,64,-4.0,69.0,False,39.17573027741663,1,1,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W21,21,2022-01-24,76,12.0,71.0,False,25.075423221727057,1,1,3,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W22,22,2022-01-31,64,-12.0,68.0,False,81.65433332632102,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W23,23,2022-02-07,80,16.0,71.0,False,92.29923022099142,4,5,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W24,24,2022-02-14,84,4.0,76.0,False,81.4304668755576,4,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W25,25,2022-02-21,56,-28.0,71.0,False,32.80008188202432,1,1,4,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W26,26,2022-02-28,88,32.0,77.0,False,67.39614486837694,3,3,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W27,27,2022-03-07,84,-4.0,78.0,False,79.83534896362912,3,4,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W28,28,2022-03-14,72,-12.0,75.0,False,37.110139055321845,2,1,3,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W29,29,2022-03-21,88,16.0,83.0,False,80.42783690316516,4,4,9,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W30,30,2022-03-28,76,-12.0,80.0,False,70.57930431486673,4,3,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W31,31,2022-04-04,84,8.0,80.0,False,44.44271754424553,3,2,7,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W32,32,2022-04-11,68,-16.0,79.0,False,0.0,1,0,2,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W33,33,2022-04-18,80,12.0,77.0,False,82.64637253323394,4,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W34,34,2022-04-25,72,-8.0,76.0,False,47.69005161678361,3,2,6,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W35,35,2022-05-02,52,-20.0,68.0,False,29.09804505378585,2,1,4,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W36,36,2022-05-09,64,12.0,67.0,False,40.780610538016944,3,2,5,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W37,37,2022-05-16,64,0.0,63.0,False,65.64809527339271,3,4,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W38,38,2022-05-23,88,24.0,67.0,False,98.40892469975277,5,4,10,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2021-2022,9,7,A,active,2021-2022-W39,39,2022-05-30,84,-4.0,75.0,False,69.52383429624463,4,3,8,False,1.0,0.0,1.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W01,1,2022-09-05,64,,64.0,False,7.103826138443427,0,0,2,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W02,2,2022-09-12,72,8.0,68.0,False,30.60302674571469,2,2,3,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W03,3,2022-09-19,64,-8.0,66.66666666666667,False,42.7377540669018,2,2,5,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W04,4,2022-09-26,92,28.0,73.0,False,62.456381072617646,3,3,9,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W05,5,2022-10-03,84,-8.0,78.0,False,53.10814530861564,2,3,5,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W06,6,2022-10-10,76,-8.0,79.0,False,12.07248063949238,0,0,3,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W07,7,2022-10-17,76,0.0,82.0,False,22.057448082588518,2,1,5,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W08,8,2022-10-24,80,4.0,79.0,False,0.0,0,1,2,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W09,9,2022-10-31,80,0.0,78.0,False,19.459127748187083,0,0,2,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W10,10,2022-11-07,84,4.0,80.0,False,40.17845692559972,2,3,6,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W11,11,2022-11-14,84,0.0,82.0,False,27.737115280999955,1,1,3,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W12,12,2022-11-21,64,-20.0,78.0,False,39.15950291021876,1,2,4,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W13,13,2022-11-28,92,28.0,81.0,False,45.71211382365427,2,3,7,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W14,14,2022-12-05,72,-20.0,78.0,False,51.105663634930174,2,2,5,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W15,15,2022-12-12,76,4.0,76.0,False,40.190029308922504,2,3,7,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W16,16,2022-12-19,92,16.0,83.0,False,58.73422555990444,2,3,7,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W17,17,2022-12-26,100,8.0,85.0,False,70.5080703346048,3,3,7,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W18,18,2023-01-02,80,-20.0,87.0,False,45.16134385650824,3,2,7,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W19,19,2023-01-09,96,16.0,92.0,False,10.068148930575706,1,0,3,False,3.0,0.0,3.0
2af83920-568b-48fc-8d93-1bd1b1d54f4a,2022-2023,10,7,A,active,2022-2023-W20,20,2023-01-16,92,-4.0,92.0,False,81.18157703484435,4,4,9,False,3.0,0.0,3.0
