student_id,year_x,grade,class,gender,term_name,year_y,term,start_date,end_date,WHO5_Score,TimeOnPlatform,LoginsPerWeek,TaskCompletionRate,EngagementScore
2,2020,7,7A,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,21.9,34.8,2.0,0.4,32.0
2,2020,7,7A,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,25.0,31.2,3.0,0.83,46.4
2,2020,7,7A,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,18.6,62.8,7.0,0.58,63.6
2,2020,7,7A,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,25.0,12.8,2.0,0.87,37.1
2,2020,7,7A,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,16.5,21.7,6.0,0.72,48.4
2,2020,7,7A,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,13.0,41.7,4.0,0.98,58.0
2,2020,7,7A,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,11.9,59.5,1.0,0.85,52.3
2,2020,7,7A,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,15.7,54.6,1.0,0.47,39.0
2,2020,7,7A,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,21.5,28.6,7.0,0.99,62.3
2,2020,7,7A,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,17.2,42.4,6.0,0.67,55.1
2,2020,7,7A,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,15.2,33.2,2.0,0.63,38.1
2,2020,7,7A,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,10.1,30.6,1.0,0.51,30.6
2,2020,7,7A,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,21.2,46.2,3.0,0.49,42.2
3,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,18.1,74.6,1.0,0.49,47.4
3,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,15.4,6.2,3.0,0.93,39.5
3,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,15.2,54.7,3.0,0.43,43.7
3,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,13.8,23.9,3.0,0.76,41.4
3,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,16.5,46.4,1.0,0.79,45.1
3,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,23.3,41.5,4.0,0.74,50.9
3,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,5.5,19.4,6.0,0.87,51.9
3,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,18.2,40.9,6.0,0.52,49.9
3,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,22.0,57.0,5.0,0.83,62.8
3,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,24.3,66.3,2.0,0.54,48.7
3,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,24.3,37.4,2.0,0.7,41.9
3,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,21.9,66.8,3.0,0.67,55.8
3,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.2,32.1,7.0,0.44,46.9
3,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,22.6,11.2,4.0,0.67,36.6
3,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,19.3,29.8,2.0,0.49,32.7
4,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,25.0,49.5,2.0,0.65,45.4
4,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,10.0,60.9,3.0,0.66,53.2
4,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,11.6,27.1,5.0,0.98,55.3
4,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,18.8,39.1,6.0,0.74,56.0
4,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,15.3,18.6,7.0,1.0,58.3
4,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,17.9,56.4,4.0,0.97,63.7
4,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,14.5,25.4,4.0,0.97,51.3
4,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,14.7,14.1,7.0,0.77,49.7
4,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,25.0,27.9,7.0,0.46,45.9
4,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,21.1,14.2,1.0,0.42,21.1
4,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,20.8,44.7,5.0,0.84,58.2
4,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,19.1,45.2,5.0,0.74,55.2
4,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.4,10.5,5.0,0.81,43.5
4,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,9.1,46.3,1.0,1.0,51.5
4,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,12.4,45.9,1.0,0.71,42.7
5,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,11.5,32.7,7.0,0.41,46.2
5,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,17.8,17.8,3.0,0.74,38.3
5,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,25.0,45.8,6.0,0.46,50.2
5,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,24.4,32.6,6.0,0.41,43.3
5,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,16.2,44.4,4.0,0.56,46.5
5,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,19.3,56.0,7.0,0.79,67.1
5,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,19.9,40.6,2.0,0.4,34.3
5,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,20.1,50.0,7.0,0.43,53.8
5,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,19.3,43.2,7.0,0.67,58.4
5,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,12.9,25.1,5.0,0.54,41.2
5,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,10.4,36.0,2.0,0.42,32.9
5,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,8.1,53.8,7.0,0.84,67.8
5,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.3,24.1,3.0,0.48,33.2
5,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,22.8,27.5,6.0,0.58,46.5
5,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,13.3,21.7,6.0,0.69,47.3
6,2020,7,7A,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,21.8,43.2,6.0,0.54,51.5
6,2020,7,7A,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,25.0,35.7,4.0,0.68,46.7
6,2020,7,7A,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,11.6,-5.5,1.0,0.56,17.5
6,2020,7,7A,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,13.9,44.2,5.0,0.94,60.9
6,2020,7,7A,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,25.0,45.6,6.0,0.73,58.1
6,2020,7,7A,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,25.0,55.5,4.0,0.98,63.6
6,2020,7,7A,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,8.1,75.8,6.0,0.96,77.1
6,2020,7,7A,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,11.2,43.8,5.0,0.85,58.0
6,2020,7,7A,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,25.0,53.0,4.0,0.55,49.7
6,2020,7,7A,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,15.1,31.0,3.0,0.98,51.0
6,2020,7,7A,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,17.3,44.9,1.0,0.68,41.3
6,2020,7,7A,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,25.0,39.2,2.0,1.0,51.7
6,2020,7,7A,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,13.0,33.6,4.0,0.72,47.2
6,2020,7,7A,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,21.2,40.6,5.0,0.45,44.8
6,2020,7,7A,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,20.6,54.4,4.0,0.63,52.6
7,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,25.0,46.4,2.0,0.75,47.1
7,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,17.9,41.9,3.0,0.88,52.2
7,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,22.3,44.1,3.0,0.55,43.2
7,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,15.6,38.5,7.0,0.9,63.4
7,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,13.7,61.2,6.0,0.42,55.1
7,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,18.8,23.5,4.0,0.84,46.5
7,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,19.3,31.8,6.0,0.66,50.6
7,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,23.2,39.7,4.0,0.9,55.0
7,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,16.6,33.9,5.0,0.79,52.4
7,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,25.0,44.1,3.0,0.54,43.0
7,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,25.0,29.6,2.0,0.78,41.1
7,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,20.3,29.5,4.0,0.82,48.4
7,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,18.1,20.7,5.0,0.72,44.8
7,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,16.4,34.6,5.0,0.78,52.3
7,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,10.4,22.2,6.0,0.66,46.8
8,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,19.2,37.9,1.0,0.4,30.3
8,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,7.7,43.1,5.0,0.86,58.1
8,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,14.6,37.7,1.0,0.76,40.9
8,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,13.1,28.8,2.0,0.57,34.6
8,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,15.6,38.6,3.0,0.7,45.5
8,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,23.3,43.2,2.0,0.92,50.7
8,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,17.6,58.3,2.0,0.87,55.5
8,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,13.1,36.6,5.0,0.58,47.0
8,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,9.6,71.2,5.0,0.4,55.5
8,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,22.9,71.1,4.0,0.4,52.6
8,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,15.9,90.2,2.0,0.49,56.7
8,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,10.2,50.0,5.0,0.81,59.4
8,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.0,36.7,5.0,0.43,42.5
8,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,14.1,38.9,4.0,0.66,47.3
8,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,9.4,59.0,2.0,0.9,56.5
9,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,12.8,29.6,2.0,0.54,34.1
9,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,18.3,48.7,1.0,0.51,37.8
9,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,15.0,54.4,6.0,0.82,64.3
9,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,25.0,43.1,3.0,0.52,42.0
9,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,17.2,20.9,3.0,0.95,45.8
9,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,16.6,30.4,4.0,0.51,39.4
9,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,15.9,39.2,5.0,0.67,50.9
9,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,9.3,56.4,7.0,0.75,66.0
9,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,17.5,22.7,1.0,0.89,38.8
9,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,17.6,48.8,5.0,0.64,53.6
9,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,7.8,47.1,7.0,0.81,64.2
9,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,19.8,43.6,6.0,0.8,59.4
9,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,20.4,45.3,7.0,0.67,59.2
9,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,18.9,19.4,5.0,0.41,35.1
9,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,19.9,57.5,1.0,0.81,50.2
10,2020,7,7A,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,20.3,46.2,2.0,0.77,47.7
10,2020,7,7A,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,24.5,56.3,5.0,0.97,66.7
10,2020,7,7A,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,24.1,53.9,7.0,0.44,55.7
10,2020,7,7A,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,22.0,36.7,6.0,0.59,50.3
10,2020,7,7A,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,13.4,38.3,2.0,0.57,38.5
10,2020,7,7A,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,20.4,28.4,6.0,0.49,44.0
10,2020,7,7A,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,20.4,36.2,6.0,0.63,51.3
10,2020,7,7A,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,24.7,40.4,4.0,0.6,46.1
10,2020,7,7A,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,17.2,32.2,5.0,0.67,48.1
10,2020,7,7A,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,25.0,23.9,5.0,0.85,50.2
10,2020,7,7A,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,12.6,25.4,7.0,0.54,47.3
10,2020,7,7A,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,21.6,12.8,5.0,0.88,46.6
10,2020,7,7A,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,25.0,34.6,1.0,0.42,29.3
10,2020,7,7A,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.4,30.9,2.0,0.77,41.5
10,2020,7,7A,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,12.2,47.1,1.0,0.71,43.2
11,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,25.0,45.7,6.0,0.5,51.3
11,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,7.9,18.1,6.0,0.5,40.4
11,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,22.3,42.6,2.0,0.43,35.9
11,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,13.1,32.2,7.0,0.51,49.3
11,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,11.6,59.9,5.0,0.51,54.3
11,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,17.7,45.2,1.0,0.86,46.8
11,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,14.8,14.4,1.0,0.94,37.0
11,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,19.1,23.1,6.0,0.75,49.8
11,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,20.6,38.1,6.0,0.68,53.6
11,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,10.4,60.9,7.0,0.63,64.1
11,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,15.4,35.9,3.0,0.88,49.7
11,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,14.5,27.4,5.0,0.99,55.7
11,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,23.0,7.1,2.0,0.56,25.8
11,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,21.3,20.0,4.0,0.79,43.6
11,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,18.8,61.2,1.0,0.89,54.1
12,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,10.1,71.7,3.0,0.84,62.7
12,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,11.4,38.9,6.0,0.93,61.4
12,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,14.3,29.6,7.0,0.61,51.2
12,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,22.4,39.2,3.0,0.55,41.1
12,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,25.0,18.9,3.0,0.4,28.7
12,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,8.4,27.1,3.0,0.65,39.2
12,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,14.1,45.1,5.0,0.86,58.8
12,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,15.5,15.3,4.0,0.98,47.6
12,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,22.6,14.4,3.0,0.65,34.1
12,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,14.1,37.4,5.0,0.43,42.9
12,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,17.9,73.6,2.0,0.95,64.1
12,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,21.2,47.2,5.0,0.43,46.7
12,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,11.7,32.2,7.0,0.57,50.8
12,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.6,54.1,7.0,0.42,55.1
12,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,12.0,56.1,2.0,0.58,46.0
13,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,22.3,36.4,6.0,0.63,51.5
13,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,17.8,41.9,1.0,0.96,48.4
13,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,19.0,34.5,7.0,0.5,49.8
13,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,18.1,47.9,5.0,0.54,50.5
13,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,11.8,52.9,6.0,0.71,60.6
13,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,15.6,40.9,4.0,0.64,47.7
13,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,8.4,51.6,5.0,0.93,63.7
13,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,20.0,54.2,1.0,0.64,43.8
13,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,17.7,28.8,4.0,0.43,36.3
13,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,14.4,23.3,7.0,0.89,57.0
13,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,18.1,41.0,6.0,0.57,51.5
13,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,25.0,33.4,1.0,0.79,39.9
13,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,14.5,48.9,1.0,0.62,41.2
13,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,17.5,40.2,4.0,0.52,43.8
13,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,16.8,28.7,3.0,0.57,37.6
14,2020,7,7A,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,25.0,55.2,3.0,0.83,55.9
14,2020,7,7A,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.3,34.4,4.0,0.58,43.1
14,2020,7,7A,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,15.8,32.4,1.0,0.62,34.4
14,2020,7,7A,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,11.6,53.5,7.0,0.49,57.2
14,2020,7,7A,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,20.0,46.2,7.0,0.64,58.6
14,2020,7,7A,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,16.2,45.8,7.0,0.94,67.5
14,2020,7,7A,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,23.5,49.9,7.0,0.88,67.4
14,2020,7,7A,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,17.2,52.0,1.0,0.64,42.9
14,2020,7,7A,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,24.7,58.5,6.0,0.66,61.1
14,2020,7,7A,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,19.9,29.1,2.0,0.78,41.1
14,2020,7,7A,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,9.8,35.8,4.0,0.41,38.8
14,2020,7,7A,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,14.9,22.8,1.0,0.63,31.1
14,2020,7,7A,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,9.6,27.1,1.0,1.0,43.8
14,2020,7,7A,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,15.2,27.8,5.0,0.65,45.7
14,2020,7,7A,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,22.2,28.5,7.0,0.53,48.2
15,2020,7,7A,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,8.8,52.3,5.0,0.56,52.7
15,2020,7,7A,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.5,23.3,6.0,0.64,46.4
15,2020,7,7A,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,25.0,66.0,7.0,0.68,67.7
15,2020,7,7A,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,24.6,12.2,1.0,0.8,31.9
15,2020,7,7A,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,19.8,12.9,6.0,0.68,43.5
15,2020,7,7A,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,18.4,60.7,4.0,0.91,63.6
15,2020,7,7A,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,14.2,46.0,3.0,0.58,44.7
15,2020,7,7A,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,21.9,53.9,3.0,0.99,60.2
15,2020,7,7A,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,14.3,58.5,2.0,0.78,52.8
15,2020,7,7A,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,16.2,20.8,4.0,0.87,46.3
15,2020,7,7A,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,10.3,48.5,4.0,0.93,59.4
15,2020,7,7A,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,10.9,27.3,6.0,0.89,55.8
15,2020,7,7A,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,14.4,40.4,4.0,0.7,49.2
15,2020,7,7A,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.9,33.8,5.0,0.93,56.3
