student_id,week_start,academic_year,term,who5_sum,who5_mean,logins_per_week,time_on_platform_mins_week,task_completion_rate_mean,engagement_score_mean,journal_rate,goal_rate,top_goal_type
1,2022-02-07,2021–2022,Spring,28,14.0,1,58.29898566794196,65.59388637690303,48.114969205549414,1.0,1.0,Connect
1,2022-02-14,2021–2022,Spring,35,11.666666666666666,2,76.67854218338638,49.43925959027488,35.212986251278316,0.5,0.3333333333333333,None
1,2022-02-21,2021–2022,Spring,27,9.0,4,49.481061095056006,32.75307474269521,35.68616436290225,0.5,0.6666666666666666,Be Active
1,2022-02-28,2021–2022,Spring,29,14.5,2,53.52402938099435,65.57587001892978,54.3146390682315,0.0,1.0,Be Active
1,2022-03-07,2021–2022,Spring,8,8.0,1,23.0006210384629,50.363799465367705,49.25782354582956,1.0,1.0,Connect
1,2022-03-14,2021–2022,Spring,34,11.333333333333334,3,68.6061783846926,52.58061723894215,41.43472968581249,1.0,0.6666666666666666,Connect
1,2022-04-04,2021–2022,Summer,28,14.0,1,76.34284427998605,52.19957793974795,45.273701864934665,0.5,0.5,None
1,2022-04-11,2021–2022,Summer,23,11.5,2,58.48894306067632,46.98178536126895,35.49360351709662,0.5,0.0,None
1,2022-04-18,2021–2022,Summer,11,11.0,1,19.595041467201682,40.723434253266575,30.712539052383867,1.0,0.0,
1,2022-04-25,2021–2022,Summer,29,14.5,3,33.99984874425977,58.75481814974894,43.85534599481387,0.5,0.5,None
1,2022-05-02,2021–2022,Summer,22,11.0,0,59.599371105286146,44.78550150420588,31.12960389359916,0.5,0.0,None
1,2022-05-09,2021–2022,Summer,25,12.5,0,56.34508116782955,44.81660852418446,30.594998992351037,1.0,0.0,None
1,2022-05-16,2021–2022,Summer,37,12.333333333333334,1,70.21814319134576,56.98740266471798,38.382199909662354,0.3333333333333333,0.3333333333333333,None
1,2022-05-23,2021–2022,Summer,31,10.333333333333334,4,68.80104024631662,46.049296219358816,44.490217415541544,0.3333333333333333,0.6666666666666666,Be Active
1,2022-05-30,2021–2022,Summer,25,12.5,1,25.1723652728701,57.01035537016102,45.44798305468527,1.0,1.0,Connect
1,2022-06-06,2021–2022,Summer,27,13.5,1,28.06704205383952,56.54244462204879,38.31345149781878,0.5,0.5,Be Active
1,2022-06-13,2021–2022,Summer,29,14.5,3,58.829533574691,57.78221400278194,47.75047576314398,0.5,0.5,Be Active
1,2022-06-20,2021–2022,Summer,23,11.5,1,46.301383726507524,56.324703171076905,43.79807308052048,0.0,1.0,Connect
1,2022-09-05,2022–2023,Autumn,33,16.5,2,43.50320872128616,68.09479506949536,45.77423355425487,1.0,0.5,Be Active
1,2022-09-12,2022–2023,Autumn,32,10.666666666666666,1,56.567816731452055,47.669526800026034,27.869361336834515,1.0,0.3333333333333333,None
1,2022-09-19,2022–2023,Autumn,48,12.0,2,80.44293800464283,56.40171460276284,44.05400681774428,0.5,0.75,Be Active
1,2022-09-26,2022–2023,Autumn,38,12.666666666666666,2,83.54155347356499,56.27397789805707,39.350889304910375,1.0,0.6666666666666666,Give
1,2022-10-03,2022–2023,Autumn,30,10.0,5,74.11670031806588,40.295189862345346,39.97565305648255,0.6666666666666666,0.3333333333333333,Connect
1,2022-10-10,2022–2023,Autumn,30,10.0,2,53.89882932114796,44.87934368603023,31.54192806830177,1.0,0.3333333333333333,Be Active
1,2022-10-17,2022–2023,Autumn,42,14.0,3,58.26277620983749,69.15127854032382,47.76146143617401,0.3333333333333333,0.6666666666666666,Connect
1,2022-10-24,2022–2023,Autumn,43,10.75,5,75.39931098920648,42.15355036172578,35.571663506198654,0.5,0.25,None
1,2022-10-31,2022–2023,Autumn,54,13.5,5,113.2997933736566,58.52256669101011,44.07229112055724,0.3333333333333333,0.5,None
1,2022-11-07,2022–2023,Autumn,48,12.0,7,93.67970719439074,49.323094149966835,44.63741580369094,0.5,0.5,Be Active
1,2022-11-14,2022–2023,Autumn,43,10.75,3,82.21012979890612,50.178332255631744,29.89542721381678,0.6666666666666666,0.0,None
1,2022-11-21,2022–2023,Autumn,27,9.0,2,48.27682670576048,39.94380914203631,33.01671080837135,1.0,0.3333333333333333,Keep Learning
1,2022-11-28,2022–2023,Autumn,35,17.5,1,33.78228575150391,86.0280108424216,54.13738366918938,0.0,1.0,Connect
1,2022-12-05,2022–2023,Autumn,46,15.333333333333334,2,71.62746656902794,59.788654450448774,40.57243767583752,0.6666666666666666,0.3333333333333333,None
1,2022-12-26,2022–2023,Spring,35,11.666666666666666,2,61.74368123212335,52.89764654206135,39.41815399464016,0.5,0.6666666666666666,Connect
1,2023-01-02,2022–2023,Spring,33,11.0,2,65.48137306400506,47.059659798993756,33.373956401304554,1.0,0.3333333333333333,Connect
1,2023-01-09,2022–2023,Spring,38,12.666666666666666,1,63.44389594157883,52.71127630313134,28.227140847069375,1.0,0.0,None
1,2023-01-16,2022–2023,Spring,39,13.0,0,77.31493171627012,66.16064442543667,45.130709074833625,0.6666666666666666,0.6666666666666666,Connect
1,2023-01-23,2022–2023,Spring,57,14.25,2,91.40010915917082,53.750366044998806,34.30426727451394,0.6666666666666666,0.25,None
1,2023-01-30,2022–2023,Spring,35,11.666666666666666,1,75.02994748438503,49.43928978802171,38.69648327860376,0.5,0.6666666666666666,Connect
1,2023-02-06,2022–2023,Spring,49,12.25,2,85.82812424980827,50.80717284954314,31.85413689986981,0.75,0.0,None
1,2023-02-13,2022–2023,Spring,21,10.5,1,47.186076984155335,40.90958440963235,30.091742266433975,1.0,0.0,None
1,2023-02-20,2022–2023,Spring,39,13.0,3,84.82744756978133,61.27319416286656,38.74357049291456,0.3333333333333333,0.0,None
1,2023-02-27,2022–2023,Spring,32,16.0,0,55.21756584000663,73.03172349430835,52.460858513578195,0.0,1.0,Be Active
1,2023-03-06,2022–2023,Spring,31,10.333333333333334,2,74.58665471621954,51.63384160880111,38.86253314844689,0.6666666666666666,0.3333333333333333,None
1,2023-03-13,2022–2023,Spring,29,9.666666666666666,1,75.06940266189605,47.96287248244343,29.998429527488195,0.0,0.3333333333333333,None
1,2023-04-03,2022–2023,Summer,22,11.0,2,56.29025687531889,50.409369920972864,35.98405195946303,1.0,0.0,None
1,2023-04-10,2022–2023,Summer,35,11.666666666666666,3,81.41845992266664,52.16158277417548,42.7535579071735,0.5,0.6666666666666666,Give
1,2023-04-17,2022–2023,Summer,38,12.666666666666666,4,79.74705774519344,62.00346375944937,46.36165013377272,1.0,0.6666666666666666,Give
1,2023-04-24,2022–2023,Summer,19,19.0,1,38.552201869452844,72.1123386140807,44.87881861000446,0.0,0.0,None
1,2023-05-01,2022–2023,Summer,56,14.0,3,105.13210093578569,52.889349709218095,32.48334583862,0.3333333333333333,0.0,None
1,2023-05-08,2022–2023,Summer,43,14.333333333333334,4,75.14078185631058,48.299454739958584,40.75717278013527,0.6666666666666666,0.3333333333333333,None
1,2023-05-15,2022–2023,Summer,45,15.0,2,82.38154721240431,64.97563538436033,44.730747425246115,0.5,0.6666666666666666,Give
1,2023-05-22,2022–2023,Summer,34,11.333333333333334,1,75.68907127591494,36.2153234579537,28.797061006256754,0.6666666666666666,0.0,None
1,2023-05-29,2022–2023,Summer,38,12.666666666666666,1,70.07685148902193,52.062833107424645,37.13535844230304,1.0,0.3333333333333333,None
1,2023-06-05,2022–2023,Summer,49,12.25,4,111.9749868771711,54.55023096246447,39.46880664704704,1.0,0.5,None
1,2023-06-12,2022–2023,Summer,38,12.666666666666666,2,60.09142339361662,50.399076377921716,36.94326058266005,0.0,0.3333333333333333,Be Active
1,2023-06-19,2022–2023,Summer,19,9.5,2,77.49139954460554,40.48627934202433,44.536803092940346,0.5,0.5,Be Active
1,2023-09-04,2023–2024,Autumn,57,11.4,4,143.5065916654226,48.664254221043834,40.93316966628913,0.8,0.4,None
1,2023-09-11,2023–2024,Autumn,44,14.666666666666666,3,87.06312822766236,62.2260919100442,37.56353722502909,1.0,0.3333333333333333,None
1,2023-09-18,2023–2024,Autumn,32,8.0,4,39.656883581443665,34.85415031690143,27.268277877678997,0.6666666666666666,0.25,None
1,2023-09-25,2023–2024,Autumn,43,10.75,3,89.08192563824525,53.403393209950906,32.52434210567483,0.0,0.25,None
1,2023-10-02,2023–2024,Autumn,38,12.666666666666666,0,52.947106711484714,52.454044142207664,33.996522892383545,0.6666666666666666,0.3333333333333333,Connect
1,2023-10-09,2023–2024,Autumn,37,12.333333333333334,1,71.03255146037286,48.54920313556005,38.029806501709224,1.0,0.6666666666666666,Be Active
1,2023-10-16,2023–2024,Autumn,53,10.6,5,123.87684311434306,44.232109972015174,37.31648370062666,0.75,0.4,None
1,2023-10-23,2023–2024,Autumn,61,12.2,8,100.4344458592339,48.44202872584614,34.20613690541046,0.6666666666666666,0.2,None
1,2023-10-30,2023–2024,Autumn,35,8.75,3,63.87985171837703,45.43362789895744,34.68172795127078,0.6666666666666666,0.5,None
1,2023-11-06,2023–2024,Autumn,59,11.8,3,123.08466247618188,54.546513167699594,41.24227245700369,0.75,0.6,Connect
1,2023-11-13,2023–2024,Autumn,65,13.0,3,121.95328469135157,58.91897306327822,44.25996224524299,0.8,0.6,Connect
1,2023-11-20,2023–2024,Autumn,38,12.666666666666666,2,78.67053674905112,51.03933652123567,34.16767154687015,0.6666666666666666,0.0,None
1,2023-11-27,2023–2024,Autumn,44,11.0,3,104.44976731759985,45.23784840905718,38.01360937873095,1.0,0.5,Give
1,2023-12-04,2023–2024,Autumn,45,11.25,3,62.43308910792769,44.33815392617014,26.787295907203177,1.0,0.0,None
1,2023-12-25,2023–2024,Spring,36,12.0,2,72.57435816939379,58.08046428610961,40.25060031257115,0.3333333333333333,0.3333333333333333,None
1,2024-01-01,2023–2024,Spring,48,12.0,2,90.46411003667775,54.892275849829154,40.761744798847104,0.75,0.5,Connect
1,2024-01-08,2023–2024,Spring,62,12.4,6,108.20796296314037,51.841409765326986,38.97421663887444,0.25,0.4,None
1,2024-01-15,2023–2024,Spring,59,14.75,3,75.3653325234462,58.28416537913047,35.101485721736466,0.3333333333333333,0.25,None
1,2024-01-22,2023–2024,Spring,36,9.0,2,86.44528569168507,39.751186532245704,31.641570440701848,1.0,0.5,None
1,2024-01-29,2023–2024,Spring,72,18.0,2,102.98166871870569,68.46693426330273,38.94853929238449,0.6666666666666666,0.25,None
1,2024-02-05,2023–2024,Spring,39,13.0,4,82.24884319774863,57.14024136177094,43.75715402908147,0.6666666666666666,0.3333333333333333,None
1,2024-02-12,2023–2024,Spring,66,13.2,4,97.1487781235542,51.748461525037236,31.613700589496254,0.3333333333333333,0.2,None
1,2024-02-19,2023–2024,Spring,33,11.0,1,73.57242317636553,54.045728941491404,39.68614592163569,0.5,0.6666666666666666,Connect
1,2024-02-26,2023–2024,Spring,43,10.75,1,81.48643085355816,52.555198450789575,39.67933551716057,0.6666666666666666,0.75,Be Active
1,2024-03-04,2023–2024,Spring,47,11.75,3,66.06559162463839,45.394898590504326,22.354190616345946,1.0,0.0,None
1,2024-03-11,2023–2024,Spring,40,13.333333333333334,3,88.57637240550898,51.967902670180244,38.500461490379394,0.5,0.3333333333333333,None
1,2024-04-01,2023–2024,Summer,60,15.0,4,94.73255409539739,62.16125518422618,46.18469330400633,0.3333333333333333,0.75,Give
1,2024-04-08,2023–2024,Summer,50,12.5,1,75.7763348847212,48.37901850234947,33.15944919931413,0.5,0.25,None
1,2024-04-15,2023–2024,Summer,48,9.6,1,140.60507830294713,41.7933910803106,29.62201965694079,0.6666666666666666,0.2,None
1,2024-04-22,2023–2024,Summer,45,15.0,0,66.09908390845432,66.14143709616944,43.87970193053729,0.6666666666666666,0.6666666666666666,Be Active
1,2024-04-29,2023–2024,Summer,18,9.0,0,43.55925169039786,50.997616703809314,32.50927945768531,0.0,0.5,Be Active
1,2024-05-06,2023–2024,Summer,50,12.5,2,84.29281656267734,53.323232524511994,33.605209511351106,0.6666666666666666,0.25,None
1,2024-05-13,2023–2024,Summer,32,8.0,4,92.65860703131152,42.47497712528181,32.34029486726308,0.5,0.0,None
1,2024-05-20,2023–2024,Summer,64,12.8,6,108.17454173856152,50.14926551891081,33.54895249563181,0.0,0.2,None
1,2024-05-27,2023–2024,Summer,49,12.25,2,90.60832395488248,45.01926176538865,28.305509104254035,0.6666666666666666,0.0,None
1,2024-06-03,2023–2024,Summer,56,14.0,4,90.70104460342571,64.36855142350534,45.15055823949514,1.0,0.5,Give
1,2024-06-10,2023–2024,Summer,63,12.6,5,99.04481177785041,50.741834490280475,39.28844607442681,0.6,0.4,None
1,2024-06-17,2023–2024,Summer,21,10.5,0,47.14187979144543,54.135436095993796,33.89083898923935,0.0,0.5,None
1,2024-09-02,2024–2025,Autumn,46,9.2,7,94.47555047947779,40.09129533493628,32.92119386569925,1.0,0.2,None
1,2024-09-09,2024–2025,Autumn,51,12.75,3,84.12535592574226,54.537484220296385,38.64481738221929,0.6666666666666666,0.5,None
1,2024-09-16,2024–2025,Autumn,56,11.2,3,133.54842328698183,44.350594137954275,30.390876753620695,0.75,0.0,None
1,2024-09-23,2024–2025,Autumn,65,16.25,7,121.5689004017114,66.6599652193227,48.79573300497329,0.0,0.5,None
1,2024-09-30,2024–2025,Autumn,52,13.0,3,113.60000521568774,46.71561819959392,34.145571651205785,0.5,0.0,None
1,2024-10-07,2024–2025,Autumn,67,13.4,5,125.07269331655554,56.66113390917091,39.503463031729765,1.0,0.2,None
1,2024-10-14,2024–2025,Autumn,6,6.0,1,18.625731601541347,22.16914881496941,25.750864404256134,1.0,0.0,None
1,2024-10-21,2024–2025,Autumn,55,13.75,4,99.15049829626165,58.77023276975292,45.7050997171267,0.6666666666666666,0.75,Give
1,2024-10-28,2024–2025,Autumn,70,14.0,5,109.09603509059599,60.541161428674265,38.4083593632083,0.6666666666666666,0.4,None
1,2024-11-04,2024–2025,Autumn,63,15.75,5,87.84989819080887,68.45133066773404,48.183657516167585,0.3333333333333333,0.75,Connect
1,2024-11-11,2024–2025,Autumn,57,11.4,2,123.17547241287541,50.75766165157563,34.501113573752264,0.3333333333333333,0.4,None
1,2024-11-18,2024–2025,Autumn,44,11.0,2,108.41993932365851,45.45419725100606,31.148544256389727,0.5,0.25,None
1,2024-11-25,2024–2025,Autumn,60,15.0,3,113.5514303204614,59.20392021635916,46.01359924746157,0.3333333333333333,0.75,Be Active
1,2024-12-02,2024–2025,Autumn,63,10.5,4,133.18879001269013,46.27222759321749,33.300767454564934,0.75,0.3333333333333333,None
1,2024-12-23,2024–2025,Spring,37,9.25,6,87.40870761060889,44.30659962569304,39.360708873974,1.0,0.5,None
1,2024-12-30,2024–2025,Spring,80,13.333333333333334,2,141.87883540478114,55.98036600230201,36.54391568973001,0.6,0.3333333333333333,None
1,2025-01-06,2024–2025,Spring,74,12.333333333333334,6,144.63152464803048,54.30965397031972,40.61249819524829,0.6666666666666666,0.3333333333333333,None
1,2025-01-13,2024–2025,Spring,76,12.666666666666666,5,174.4442028570956,48.988618632272896,36.105165927906874,0.4,0.16666666666666666,None
1,2025-01-20,2024–2025,Spring,60,12.0,2,109.93683691190395,51.84809359958143,25.891145860688955,1.0,0.0,None
1,2025-01-27,2024–2025,Spring,57,11.4,3,92.97662776331396,48.284854373255904,29.669655444201574,0.6666666666666666,0.2,None
1,2025-02-03,2024–2025,Spring,63,15.75,3,109.27912555632238,62.319140760972445,32.68637898660331,0.0,0.0,None
1,2025-02-10,2024–2025,Spring,66,16.5,4,107.48050056656291,69.47609923690284,47.82573318977262,0.5,0.5,None
1,2025-02-17,2024–2025,Spring,68,13.6,3,116.52756533735675,53.177576207819946,35.462898407778766,0.6666666666666666,0.4,None
1,2025-02-24,2024–2025,Spring,57,14.25,1,126.54649054490383,56.8485820468981,39.50768639046652,0.5,0.25,None
1,2025-03-03,2024–2025,Spring,68,17.0,6,88.09559449655585,76.64516692012948,55.00259127141203,0.0,1.0,Connect
1,2025-03-10,2024–2025,Spring,40,13.333333333333334,2,65.10306527821916,50.12933776526538,34.09934169445181,0.5,0.3333333333333333,Connect
1,2025-03-31,2024–2025,Summer,52,13.0,6,102.73607268066976,56.996252760019544,50.060402580060696,0.5,0.75,Give
1,2025-04-07,2024–2025,Summer,32,10.666666666666666,1,69.29720426113539,41.253654328329496,29.346436277764084,1.0,0.0,None
1,2025-04-14,2024–2025,Summer,75,12.5,0,125.05773734157546,52.055025779086314,35.79474185263688,0.8,0.5,None
1,2025-04-21,2024–2025,Summer,72,12.0,7,144.91538119947577,48.84320197631779,35.76165500516144,0.8,0.16666666666666666,None
