student_id,academic_year,year_start,cohort,sub_cohort,start_cohort,progression_cohort,status,gender,ethnicity_major,SEN_status,Any_SEND
177,2019–2020,2019,10,C,10C,11.0,active,Male,Mixed,No SEN,False
178,2019–2020,2019,10,C,10C,11.0,active,Female,White,No SEN,False
179,2019–2020,2019,10,C,10C,11.0,active,Male,White,No SEN,False
180,2019–2020,2019,10,C,10C,11.0,active,Female,White,No SEN,False
181,2019–2020,2019,11,A,11A,12.0,active,Female,Black,No SEN,False
182,2019–2020,2019,11,A,11A,12.0,active,Female,Asian,No SEN,False
183,2019–2020,2019,11,A,11A,12.0,active,Male,White,No SEN,False
184,2019–2020,2019,11,A,11A,12.0,active,Male,White,No SEN,False
185,2019–2020,2019,11,A,11A,12.0,active,Female,White,SEN Support,True
186,2019–2020,2019,11,A,11A,12.0,active,Male,Asian,No SEN,False
187,2019–2020,2019,11,A,11A,12.0,active,Male,Mixed,No SEN,False
188,2019–2020,2019,11,A,11A,12.0,active,Male,White,No SEN,False
189,2019–2020,2019,11,A,11A,12.0,active,Male,White,SEN Support,True
190,2019–2020,2019,11,A,11A,12.0,active,Female,White,No SEN,False
191,2019–2020,2019,11,A,11A,12.0,active,Female,Mixed,No SEN,False
192,2019–2020,2019,11,A,11A,12.0,active,Male,Asian,EHCP,True
193,2019–2020,2019,11,A,11A,12.0,active,Male,White,No SEN,False
194,2019–2020,2019,11,A,11A,12.0,active,Male,White,No SEN,False
195,2019–2020,2019,11,A,11A,12.0,active,Female,White,No SEN,False
196,2019–2020,2019,11,B,11B,12.0,active,Female,Black,No SEN,False
197,2019–2020,2019,11,B,11B,12.0,active,Male,White,No SEN,False
198,2019–2020,2019,11,B,11B,12.0,active,Male,Asian,No SEN,False
199,2019–2020,2019,11,B,11B,12.0,active,Male,White,SEN Support,True
200,2019–2020,2019,11,B,11B,12.0,active,Male,White,SEN Support,True
201,2019–2020,2019,11,B,11B,12.0,active,Male,White,No SEN,False
202,2019–2020,2019,11,B,11B,12.0,active,Female,White,No SEN,False
203,2019–2020,2019,11,B,11B,12.0,active,Female,White,No SEN,False
204,2019–2020,2019,11,B,11B,12.0,active,Male,Asian,EHCP,True
205,2019–2020,2019,11,B,11B,12.0,active,Male,White,EHCP,True
206,2019–2020,2019,11,B,11B,12.0,active,Female,White,No SEN,False
207,2019–2020,2019,11,B,11B,12.0,active,Female,White,No SEN,False
208,2019–2020,2019,11,B,11B,12.0,active,Male,Black,No SEN,False
209,2019–2020,2019,11,B,11B,12.0,active,Female,Asian,No SEN,False
210,2019–2020,2019,11,B,11B,12.0,active,Female,White,No SEN,False
211,2019–2020,2019,11,C,11C,12.0,active,Male,Chinese,No SEN,False
212,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
213,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
214,2019–2020,2019,11,C,11C,12.0,active,Female,Asian,No SEN,False
215,2019–2020,2019,11,C,11C,12.0,active,Male,Asian,SEN Support,True
216,2019–2020,2019,11,C,11C,12.0,active,Female,Mixed,No SEN,False
217,2019–2020,2019,11,C,11C,12.0,active,Female,White,No SEN,False
218,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
219,2019–2020,2019,11,C,11C,12.0,active,Male,Black,No SEN,False
220,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
221,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
222,2019–2020,2019,11,C,11C,12.0,active,Male,White,No SEN,False
223,2019–2020,2019,11,C,11C,12.0,active,Female,White,No SEN,False
224,2019–2020,2019,11,C,11C,12.0,active,Female,White,No SEN,False
225,2019–2020,2019,11,C,11C,12.0,active,Female,Black,No SEN,False
226,2019–2020,2019,12,A,12A,,graduated,Female,White,No SEN,False
227,2019–2020,2019,12,A,12A,,graduated,Male,White,No SEN,False
228,2019–2020,2019,12,A,12A,,graduated,Female,White,No SEN,False
229,2019–2020,2019,12,A,12A,,graduated,Male,Black,SEN Support,True
230,2019–2020,2019,12,A,12A,,graduated,Male,White,No SEN,False
231,2019–2020,2019,12,A,12A,,graduated,Male,White,No SEN,False
232,2019–2020,2019,12,A,12A,,graduated,Male,Asian,No SEN,False
233,2019–2020,2019,12,A,12A,,graduated,Male,Asian,No SEN,False
234,2019–2020,2019,12,A,12A,,graduated,Male,Asian,No SEN,False
235,2019–2020,2019,12,A,12A,,graduated,Female,Black,SEN Support,True
236,2019–2020,2019,12,A,12A,,graduated,Male,White,No SEN,False
237,2019–2020,2019,12,A,12A,,graduated,Female,Asian,EHCP,True
238,2019–2020,2019,12,A,12A,,graduated,Female,White,No SEN,False
239,2019–2020,2019,12,A,12A,,graduated,Male,Asian,No SEN,False
240,2019–2020,2019,12,A,12A,,graduated,Female,Mixed,No SEN,False
241,2019–2020,2019,12,B,12B,,graduated,Male,Asian,No SEN,False
242,2019–2020,2019,12,B,12B,,graduated,Male,Mixed,No SEN,False
243,2019–2020,2019,12,B,12B,,graduated,Male,White,No SEN,False
244,2019–2020,2019,12,B,12B,,graduated,Female,White,SEN Support,True
245,2019–2020,2019,12,B,12B,,graduated,Female,Other,No SEN,False
246,2019–2020,2019,12,B,12B,,graduated,Male,Black,No SEN,False
247,2019–2020,2019,12,B,12B,,graduated,Female,White,No SEN,False
248,2019–2020,2019,12,B,12B,,graduated,Male,White,No SEN,False
249,2019–2020,2019,12,B,12B,,graduated,Male,White,No SEN,False
250,2019–2020,2019,12,B,12B,,graduated,Male,Mixed,No SEN,False
251,2019–2020,2019,12,B,12B,,graduated,Female,Asian,No SEN,False
252,2019–2020,2019,12,B,12B,,graduated,Female,White,No SEN,False
253,2019–2020,2019,12,B,12B,,graduated,Male,White,SEN Support,True
254,2019–2020,2019,12,B,12B,,graduated,Female,Asian,SEN Support,True
255,2019–2020,2019,12,B,12B,,graduated,Female,Asian,No SEN,False
256,2019–2020,2019,12,C,12C,,graduated,Male,White,No SEN,False
257,2019–2020,2019,12,C,12C,,graduated,Male,White,SEN Support,True
258,2019–2020,2019,12,C,12C,,graduated,Male,White,SEN Support,True
259,2019–2020,2019,12,C,12C,,graduated,Male,White,No SEN,False
260,2019–2020,2019,12,C,12C,,graduated,Female,White,No SEN,False
261,2019–2020,2019,12,C,12C,,graduated,Male,Mixed,No SEN,False
262,2019–2020,2019,12,C,12C,,graduated,Other,Black,No SEN,False
263,2019–2020,2019,12,C,12C,,graduated,Female,White,EHCP,True
264,2019–2020,2019,12,C,12C,,graduated,Male,Asian,No SEN,False
265,2019–2020,2019,12,C,12C,,graduated,Male,White,SEN Support,True
266,2019–2020,2019,12,C,12C,,graduated,Male,White,No SEN,False
267,2019–2020,2019,12,C,12C,,graduated,Male,White,EHCP,True
268,2019–2020,2019,12,C,12C,,graduated,Male,White,No SEN,False
269,2019–2020,2019,12,C,12C,,graduated,Female,Mixed,SEN Support,True
270,2019–2020,2019,12,C,12C,,graduated,Female,Other,No SEN,False
1,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
2,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
3,2020–2021,2020,8,A,7A,9.0,active,Male,Asian,EHCP,True
4,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
5,2020–2021,2020,8,A,7A,9.0,active,Male,White,SEN Support,True
6,2020–2021,2020,8,A,7A,9.0,active,Male,Asian,SEN Support,True
7,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
8,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
9,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
10,2020–2021,2020,8,A,7A,9.0,active,Male,Asian,No SEN,False
11,2020–2021,2020,8,A,7A,9.0,active,Male,White,No SEN,False
12,2020–2021,2020,8,A,7A,9.0,active,Female,White,No SEN,False
13,2020–2021,2020,8,A,7A,9.0,active,Female,Asian,No SEN,False
14,2020–2021,2020,8,A,7A,9.0,active,Female,White,No SEN,False
15,2020–2021,2020,8,A,7A,9.0,active,Male,Asian,No SEN,False
16,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
17,2020–2021,2020,8,B,7B,9.0,active,Female,Black,EHCP,True
18,2020–2021,2020,8,B,7B,9.0,active,Male,White,No SEN,False
19,2020–2021,2020,8,B,7B,9.0,active,Female,White,EHCP,True
20,2020–2021,2020,8,B,7B,9.0,active,Male,White,No SEN,False
21,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
22,2020–2021,2020,8,B,7B,9.0,active,Female,Black,No SEN,False
23,2020–2021,2020,8,B,7B,9.0,active,Male,Other,No SEN,False
24,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
25,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
26,2020–2021,2020,8,B,7B,9.0,active,Male,Mixed,No SEN,False
27,2020–2021,2020,8,B,7B,9.0,active,Male,Black,No SEN,False
28,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
29,2020–2021,2020,8,B,7B,9.0,active,Male,White,No SEN,False
30,2020–2021,2020,8,B,7B,9.0,active,Female,White,No SEN,False
31,2020–2021,2020,8,C,7C,9.0,active,Female,Mixed,No SEN,False
32,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
33,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
34,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
35,2020–2021,2020,8,C,7C,9.0,active,Male,Asian,SEN Support,True
36,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
37,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
38,2020–2021,2020,8,C,7C,9.0,active,Female,White,No SEN,False
39,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
40,2020–2021,2020,8,C,7C,9.0,active,Female,White,No SEN,False
41,2020–2021,2020,8,C,7C,9.0,active,Female,White,No SEN,False
42,2020–2021,2020,8,C,7C,9.0,active,Female,White,No SEN,False
43,2020–2021,2020,8,C,7C,9.0,active,Female,White,No SEN,False
44,2020–2021,2020,8,C,7C,9.0,active,Male,White,No SEN,False
45,2020–2021,2020,8,C,7C,9.0,active,Male,Mixed,No SEN,False
46,2020–2021,2020,9,A,8A,10.0,active,Male,Asian,No SEN,False
47,2020–2021,2020,9,A,8A,10.0,active,Female,White,No SEN,False
48,2020–2021,2020,9,A,8A,10.0,active,Female,Asian,No SEN,False
49,2020–2021,2020,9,A,8A,10.0,active,Female,White,No SEN,False
50,2020–2021,2020,9,A,8A,10.0,active,Female,White,No SEN,False
51,2020–2021,2020,9,A,8A,10.0,active,Male,White,No SEN,False
52,2020–2021,2020,9,A,8A,10.0,active,Male,White,No SEN,False
53,2020–2021,2020,9,A,8A,10.0,active,Male,Asian,No SEN,False
54,2020–2021,2020,9,A,8A,10.0,active,Female,Mixed,No SEN,False
55,2020–2021,2020,9,A,8A,10.0,active,Male,Asian,No SEN,False
56,2020–2021,2020,9,A,8A,10.0,active,Male,White,No SEN,False
57,2020–2021,2020,9,A,8A,10.0,active,Male,White,No SEN,False
58,2020–2021,2020,9,A,8A,10.0,active,Male,White,No SEN,False
59,2020–2021,2020,9,A,8A,10.0,active,Female,White,No SEN,False
60,2020–2021,2020,9,A,8A,10.0,active,Female,White,SEN Support,True
61,2020–2021,2020,9,B,8B,10.0,active,Female,White,No SEN,False
62,2020–2021,2020,9,B,8B,10.0,active,Male,White,No SEN,False
63,2020–2021,2020,9,B,8B,10.0,active,Female,White,SEN Support,True
64,2020–2021,2020,9,B,8B,10.0,active,Female,Asian,EHCP,True
65,2020–2021,2020,9,B,8B,10.0,active,Female,Other,SEN Support,True
66,2020–2021,2020,9,B,8B,10.0,active,Female,Black,No SEN,False
67,2020–2021,2020,9,B,8B,10.0,active,Male,White,No SEN,False
68,2020–2021,2020,9,B,8B,10.0,active,Male,White,No SEN,False
69,2020–2021,2020,9,B,8B,10.0,active,Female,White,No SEN,False
70,2020–2021,2020,9,B,8B,10.0,active,Female,Asian,No SEN,False
71,2020–2021,2020,9,B,8B,10.0,active,Male,White,No SEN,False
72,2020–2021,2020,9,B,8B,10.0,active,Female,White,SEN Support,True
73,2020–2021,2020,9,B,8B,10.0,active,Female,Asian,No SEN,False
74,2020–2021,2020,9,B,8B,10.0,active,Female,White,SEN Support,True
75,2020–2021,2020,9,B,8B,10.0,active,Female,White,No SEN,False
76,2020–2021,2020,9,C,8C,10.0,active,Male,White,No SEN,False
77,2020–2021,2020,9,C,8C,10.0,active,Male,White,No SEN,False
78,2020–2021,2020,9,C,8C,10.0,active,Female,White,No SEN,False
79,2020–2021,2020,9,C,8C,10.0,active,Female,White,No SEN,False
80,2020–2021,2020,9,C,8C,10.0,active,Male,White,No SEN,False
81,2020–2021,2020,9,C,8C,10.0,active,Male,White,SEN Support,True
82,2020–2021,2020,9,C,8C,10.0,active,Male,Asian,No SEN,False
83,2020–2021,2020,9,C,8C,10.0,active,Male,White,No SEN,False
84,2020–2021,2020,9,C,8C,10.0,active,Female,White,No SEN,False
85,2020–2021,2020,9,C,8C,10.0,active,Female,White,No SEN,False
86,2020–2021,2020,9,C,8C,10.0,active,Male,Black,No SEN,False
87,2020–2021,2020,9,C,8C,10.0,active,Female,White,No SEN,False
88,2020–2021,2020,9,C,8C,10.0,active,Male,White,No SEN,False
89,2020–2021,2020,9,C,8C,10.0,active,Male,Black,No SEN,False
90,2020–2021,2020,9,C,8C,10.0,active,Male,Asian,No SEN,False
91,2020–2021,2020,10,A,9A,11.0,active,Female,White,No SEN,False
92,2020–2021,2020,10,A,9A,11.0,active,Male,Asian,No SEN,False
93,2020–2021,2020,10,A,9A,11.0,active,Female,White,No SEN,False
94,2020–2021,2020,10,A,9A,11.0,active,Male,White,No SEN,False
95,2020–2021,2020,10,A,9A,11.0,active,Male,White,No SEN,False
96,2020–2021,2020,10,A,9A,11.0,active,Female,White,No SEN,False
97,2020–2021,2020,10,A,9A,11.0,active,Male,Mixed,No SEN,False
98,2020–2021,2020,10,A,9A,11.0,active,Male,White,No SEN,False
99,2020–2021,2020,10,A,9A,11.0,active,Female,White,SEN Support,True
100,2020–2021,2020,10,A,9A,11.0,active,Female,Mixed,EHCP,True
101,2020–2021,2020,10,A,9A,11.0,active,Female,Asian,No SEN,False
102,2020–2021,2020,10,A,9A,11.0,active,Female,White,No SEN,False
103,2020–2021,2020,10,A,9A,11.0,active,Female,White,No SEN,False
104,2020–2021,2020,10,A,9A,11.0,active,Male,White,No SEN,False
105,2020–2021,2020,10,A,9A,11.0,active,Female,Asian,No SEN,False
106,2020–2021,2020,10,B,9B,11.0,active,Female,Mixed,No SEN,False
107,2020–2021,2020,10,B,9B,11.0,active,Male,Black,No SEN,False
108,2020–2021,2020,10,B,9B,11.0,active,Female,White,SEN Support,True
