student_id,year,grade,cohort,gender
S000265,2020,9,9A_2020,Male
S000266,2020,9,9A_2020,Female
S000267,2020,9,9A_2020,Female
S000268,2020,9,9A_2020,Female
S000269,2020,9,9A_2020,Male
S000270,2020,9,9A_2020,Male
S000271,2020,9,9A_2020,Female
S000272,2020,9,9A_2020,Female
S000273,2020,9,9A_2020,Female
S000274,2020,9,9A_2020,Female
S000275,2020,9,9A_2020,Male
S000276,2020,9,9B_2020,Female
S000277,2020,9,9B_2020,Male
S000278,2020,9,9B_2020,Female
S000279,2020,9,9B_2020,Male
S000280,2020,9,9B_2020,Female
S000281,2020,9,9B_2020,Female
S000282,2020,9,9B_2020,Female
S000283,2020,9,9B_2020,Female
S000284,2020,9,9B_2020,Male
S000285,2020,9,9B_2020,Female
S000286,2020,9,9B_2020,Male
S000287,2020,9,9B_2020,Male
S000288,2020,9,9B_2020,Male
S000289,2020,9,9B_2020,Male
S000290,2020,9,9B_2020,Female
S000291,2020,9,9B_2020,Male
S000292,2020,9,9B_2020,Male
S000293,2020,9,9B_2020,Male
S000294,2020,9,9B_2020,Female
S000295,2020,9,9B_2020,Female
S000296,2020,9,9B_2020,Female
S000297,2020,9,9B_2020,Female
S000298,2020,9,9B_2020,Male
S000299,2020,9,9B_2020,Male
S000300,2020,9,9B_2020,Female
S000301,2020,9,9C_2020,Male
S000302,2020,9,9C_2020,Male
S000303,2020,9,9C_2020,Male
S000304,2020,9,9C_2020,Female
S000305,2020,9,9C_2020,Female
S000306,2020,9,9C_2020,Male
S000307,2020,9,9C_2020,Female
S000308,2020,9,9C_2020,Female
S000309,2020,9,9C_2020,Female
S000310,2020,9,9C_2020,Female
S000311,2020,9,9C_2020,Female
S000312,2020,9,9C_2020,Male
S000313,2020,9,9C_2020,Female
S000314,2020,9,9C_2020,Male
S000315,2020,9,9C_2020,Male
S000316,2020,9,9C_2020,Female
S000317,2020,9,9C_2020,Male
S000318,2020,9,9C_2020,Male
S000319,2020,9,9C_2020,Male
S000320,2020,9,9C_2020,Female
S000321,2020,9,9C_2020,Female
S000322,2020,9,9C_2020,Male
S000323,2020,9,9C_2020,Female
S000324,2020,9,9C_2020,Female
S000325,2020,9,9C_2020,Female
S000326,2020,9,9D_2020,Female
S000327,2020,9,9D_2020,Male
S000328,2020,9,9D_2020,Male
S000329,2020,9,9D_2020,Female
S000330,2020,9,9D_2020,Female
S000331,2020,9,9D_2020,Male
S000332,2020,9,9D_2020,Male
S000333,2020,9,9D_2020,Female
S000334,2020,9,9D_2020,Male
S000335,2020,9,9D_2020,Female
S000336,2020,9,9D_2020,Female
S000337,2020,9,9D_2020,Male
S000338,2020,9,9D_2020,Male
S000339,2020,9,9D_2020,Female
S000340,2020,9,9D_2020,Female
S000341,2020,9,9D_2020,Male
S000342,2020,9,9D_2020,Female
S000343,2020,9,9D_2020,Male
S000344,2020,9,9D_2020,Female
S000345,2020,9,9D_2020,Male
S000346,2020,9,9D_2020,Male
S000347,2020,9,9D_2020,Male
S000348,2020,9,9D_2020,Female
S000349,2020,9,9D_2020,Female
S000350,2020,9,9D_2020,Male
S000351,2020,9,9E_2020,Female
S000352,2020,9,9E_2020,Male
S000353,2020,9,9E_2020,Male
S000354,2020,9,9E_2020,Female
S000355,2020,9,9E_2020,Female
S000356,2020,9,9E_2020,Male
S000357,2020,9,9E_2020,Female
S000358,2020,9,9E_2020,Female
S000359,2020,9,9E_2020,Male
S000360,2020,9,9E_2020,Male
S000361,2020,9,9E_2020,Female
S000362,2020,9,9E_2020,Male
S000363,2020,9,9E_2020,Male
S000364,2020,9,9E_2020,Female
S000365,2020,9,9E_2020,Male
S000366,2020,9,9E_2020,Male
S000367,2020,9,9E_2020,Female
S000368,2020,9,9E_2020,Female
S000369,2020,9,9E_2020,Male
S000370,2020,9,9E_2020,Male
S000371,2020,9,9E_2020,Female
S000372,2020,9,9E_2020,Female
S000373,2020,9,9E_2020,Female
S000374,2020,9,9E_2020,Female
S000375,2020,9,9E_2020,Male
S000376,2020,10,10A_2020,Female
S000377,2020,10,10A_2020,Female
S000378,2020,10,10A_2020,Male
S000379,2020,10,10A_2020,Female
S000380,2020,10,10A_2020,Male
S000381,2020,10,10A_2020,Female
S000382,2020,10,10A_2020,Female
S000383,2020,10,10A_2020,Female
S000384,2020,10,10A_2020,Male
S000385,2020,10,10A_2020,Male
S000386,2020,10,10A_2020,Female
S000387,2020,10,10A_2020,Male
S000388,2020,10,10A_2020,Male
S000389,2020,10,10A_2020,Male
S000390,2020,10,10A_2020,Male
S000391,2020,10,10A_2020,Male
S000392,2020,10,10A_2020,Male
S000393,2020,10,10A_2020,Female
S000394,2020,10,10A_2020,Female
S000395,2020,10,10A_2020,Male
S000396,2020,10,10A_2020,Female
S000397,2020,10,10A_2020,Female
S000398,2020,10,10A_2020,Female
S000399,2020,10,10A_2020,Female
S000400,2020,10,10A_2020,Male
S000401,2020,10,10B_2020,Female
S000402,2020,10,10B_2020,Female
S000403,2020,10,10B_2020,Male
S000404,2020,10,10B_2020,Male
S000405,2020,10,10B_2020,Female
S000406,2020,10,10B_2020,Female
S000407,2020,10,10B_2020,Female
S000408,2020,10,10B_2020,Female
S000409,2020,10,10B_2020,Female
S000410,2020,10,10B_2020,Female
S000411,2020,10,10B_2020,Male
S000412,2020,10,10B_2020,Female
S000413,2020,10,10B_2020,Female
S000414,2020,10,10B_2020,Male
S000415,2020,10,10B_2020,Male
S000416,2020,10,10B_2020,Male
S000417,2020,10,10B_2020,Male
S000418,2020,10,10B_2020,Female
S000419,2020,10,10B_2020,Female
S000420,2020,10,10B_2020,Female
S000421,2020,10,10B_2020,Female
S000422,2020,10,10B_2020,Female
S000423,2020,10,10B_2020,Female
S000424,2020,10,10B_2020,Male
S000425,2020,10,10B_2020,Female
S000426,2020,10,10C_2020,Male
S000427,2020,10,10C_2020,Male
S000428,2020,10,10C_2020,Female
S000429,2020,10,10C_2020,Male
S000430,2020,10,10C_2020,Female
S000431,2020,10,10C_2020,Male
S000432,2020,10,10C_2020,Female
S000433,2020,10,10C_2020,Male
S000434,2020,10,10C_2020,Female
S000435,2020,10,10C_2020,Female
S000436,2020,10,10C_2020,Female
S000437,2020,10,10C_2020,Female
S000438,2020,10,10C_2020,Female
S000439,2020,10,10C_2020,Male
S000440,2020,10,10C_2020,Male
S000441,2020,10,10C_2020,Male
S000442,2020,10,10C_2020,Female
S000443,2020,10,10C_2020,Male
S000444,2020,10,10C_2020,Female
S000445,2020,10,10C_2020,Female
S000446,2020,10,10C_2020,Male
S000447,2020,10,10C_2020,Male
S000448,2020,10,10C_2020,Female
S000449,2020,10,10C_2020,Male
S000450,2020,10,10C_2020,Female
S000451,2020,10,10D_2020,Female
S000452,2020,10,10D_2020,Female
S000453,2020,10,10D_2020,Female
S000454,2020,10,10D_2020,Female
S000455,2020,10,10D_2020,Male
S000456,2020,10,10D_2020,Male
S000457,2020,10,10D_2020,Female
S000458,2020,10,10D_2020,Female
S000459,2020,10,10D_2020,Male
S000460,2020,10,10D_2020,Male
S000461,2020,10,10D_2020,Female
S000462,2020,10,10D_2020,Male
S000463,2020,10,10D_2020,Female
S000464,2020,10,10D_2020,Male
S000465,2020,10,10D_2020,Female
S000466,2020,10,10D_2020,Male
S000467,2020,10,10D_2020,Female
S000468,2020,10,10D_2020,Male
S000469,2020,10,10D_2020,Male
S000470,2020,10,10D_2020,Female
S000471,2020,10,10D_2020,Male
S000472,2020,10,10D_2020,Female
S000473,2020,10,10D_2020,Male
S000474,2020,10,10D_2020,Female
S000475,2020,10,10D_2020,Male
S000476,2020,10,10E_2020,Female
S000477,2020,10,10E_2020,Male
S000478,2020,10,10E_2020,Female
S000479,2020,10,10E_2020,Male
S000480,2020,10,10E_2020,Female
S000481,2020,10,10E_2020,Female
S000482,2020,10,10E_2020,Female
S000483,2020,10,10E_2020,Male
S000484,2020,10,10E_2020,Female
S000485,2020,10,10E_2020,Male
S000486,2020,10,10E_2020,Female
S000487,2020,10,10E_2020,Male
S000488,2020,10,10E_2020,Female
S000489,2020,10,10E_2020,Male
S000490,2020,10,10E_2020,Male
S000491,2020,10,10E_2020,Female
S000492,2020,10,10E_2020,Male
S000493,2020,10,10E_2020,Male
S000494,2020,10,10E_2020,Female
S000495,2020,10,10E_2020,Male
S000496,2020,10,10E_2020,Male
S000497,2020,10,10E_2020,Male
S000498,2020,10,10E_2020,Female
S000499,2020,10,10E_2020,Male
S000500,2020,10,10E_2020,Female
S000501,2020,11,11A_2020,Male
S000502,2020,11,11A_2020,Male
S000503,2020,11,11A_2020,Male
S000504,2020,11,11A_2020,Female
S000505,2020,11,11A_2020,Male
S000506,2020,11,11A_2020,Male
S000507,2020,11,11A_2020,Female
S000508,2020,11,11A_2020,Male
S000509,2020,11,11A_2020,Female
S000510,2020,11,11A_2020,Female
S000511,2020,11,11A_2020,Male
S000512,2020,11,11A_2020,Female
S000513,2020,11,11A_2020,Male
S000514,2020,11,11A_2020,Female
S000515,2020,11,11A_2020,Female
S000516,2020,11,11A_2020,Male
S000517,2020,11,11A_2020,Female
S000518,2020,11,11A_2020,Female
S000519,2020,11,11A_2020,Female
S000520,2020,11,11A_2020,Female
S000521,2020,11,11A_2020,Female
S000522,2020,11,11A_2020,Male
S000523,2020,11,11A_2020,Female
S000524,2020,11,11A_2020,Male
S000525,2020,11,11A_2020,Female
S000526,2020,11,11B_2020,Male
S000527,2020,11,11B_2020,Male
S000528,2020,11,11B_2020,Female
S000529,2020,11,11B_2020,Female
S000530,2020,11,11B_2020,Female
S000531,2020,11,11B_2020,Male
S000532,2020,11,11B_2020,Female
S000533,2020,11,11B_2020,Male
S000534,2020,11,11B_2020,Male
S000535,2020,11,11B_2020,Male
S000536,2020,11,11B_2020,Female
S000537,2020,11,11B_2020,Female
S000538,2020,11,11B_2020,Male
S000539,2020,11,11B_2020,Male
S000540,2020,11,11B_2020,Female
S000541,2020,11,11B_2020,Male
S000542,2020,11,11B_2020,Female
S000543,2020,11,11B_2020,Male
S000544,2020,11,11B_2020,Female
S000545,2020,11,11B_2020,Male
S000546,2020,11,11B_2020,Female
S000547,2020,11,11B_2020,Male
S000548,2020,11,11B_2020,Female
S000549,2020,11,11B_2020,Female
S000550,2020,11,11B_2020,Male
S000551,2020,11,11C_2020,Male
S000552,2020,11,11C_2020,Female
S000553,2020,11,11C_2020,Male
S000554,2020,11,11C_2020,Female
S000555,2020,11,11C_2020,Male
S000556,2020,11,11C_2020,Female
S000557,2020,11,11C_2020,Female
S000558,2020,11,11C_2020,Female
S000559,2020,11,11C_2020,Female
S000560,2020,11,11C_2020,Female
S000561,2020,11,11C_2020,Female
S000562,2020,11,11C_2020,Male
S000563,2020,11,11C_2020,Male
S000564,2020,11,11C_2020,Male
S000565,2020,11,11C_2020,Female
S000566,2020,11,11C_2020,Female
S000567,2020,11,11C_2020,Female
S000568,2020,11,11C_2020,Female
S000569,2020,11,11C_2020,Male
S000570,2020,11,11C_2020,Male
S000571,2020,11,11C_2020,Female
S000572,2020,11,11C_2020,Male
S000573,2020,11,11C_2020,Male
S000574,2020,11,11C_2020,Female
S000575,2020,11,11C_2020,Male
S000576,2020,11,11D_2020,Female
S000577,2020,11,11D_2020,Male
S000578,2020,11,11D_2020,Female
S000579,2020,11,11D_2020,Female
S000580,2020,11,11D_2020,Female
S000581,2020,11,11D_2020,Female
S000582,2020,11,11D_2020,Male
S000583,2020,11,11D_2020,Female
S000584,2020,11,11D_2020,Female
S000585,2020,11,11D_2020,Female
S000586,2020,11,11D_2020,Male
S000587,2020,11,11D_2020,Female
S000588,2020,11,11D_2020,Male
S000589,2020,11,11D_2020,Female
S000590,2020,11,11D_2020,Male
S000591,2020,11,11D_2020,Male
S000592,2020,11,11D_2020,Female
S000593,2020,11,11D_2020,Male
S000594,2020,11,11D_2020,Female
S000595,2020,11,11D_2020,Female
S000596,2020,11,11D_2020,Female
S000597,2020,11,11D_2020,Male
S000598,2020,11,11D_2020,Male
S000599,2020,11,11D_2020,Female
S000600,2020,11,11D_2020,Female
S000601,2020,11,11E_2020,Male
S000602,2020,11,11E_2020,Female
S000603,2020,11,11E_2020,Female
S000604,2020,11,11E_2020,Female
S000605,2020,11,11E_2020,Male
S000606,2020,11,11E_2020,Male
S000607,2020,11,11E_2020,Male
S000608,2020,11,11E_2020,Female
S000609,2020,11,11E_2020,Female
S000610,2020,11,11E_2020,Female
S000611,2020,11,11E_2020,Male
S000612,2020,11,11E_2020,Female
S000613,2020,11,11E_2020,Female
S000614,2020,11,11E_2020,Female
S000615,2020,11,11E_2020,Female
S000616,2020,11,11E_2020,Male
S000617,2020,11,11E_2020,Male
S000618,2020,11,11E_2020,Female
S000619,2020,11,11E_2020,Male
S000620,2020,11,11E_2020,Male
S000621,2020,11,11E_2020,Female
S000622,2020,11,11E_2020,Female
S000623,2020,11,11E_2020,Male
S000624,2020,11,11E_2020,Female
S000625,2020,11,11E_2020,Male
S000626,2020,12,12A_2020,Female
S000627,2020,12,12A_2020,Male
S000628,2020,12,12A_2020,Female
S000629,2020,12,12A_2020,Male
S000630,2020,12,12A_2020,Male
S000631,2020,12,12A_2020,Male
S000632,2020,12,12A_2020,Female
S000633,2020,12,12A_2020,Male
S000634,2020,12,12A_2020,Male
S000635,2020,12,12A_2020,Female
S000636,2020,12,12A_2020,Female
S000637,2020,12,12A_2020,Male
S000638,2020,12,12A_2020,Male
S000639,2020,12,12A_2020,Female
S000640,2020,12,12A_2020,Female
S000641,2020,12,12A_2020,Female
S000642,2020,12,12A_2020,Female
S000643,2020,12,12A_2020,Female
S000644,2020,12,12A_2020,Male
S000645,2020,12,12A_2020,Female
S000646,2020,12,12A_2020,Male
S000647,2020,12,12A_2020,Male
S000648,2020,12,12A_2020,Male
S000649,2020,12,12A_2020,Female
S000650,2020,12,12A_2020,Male
S000651,2020,12,12B_2020,Male
S000652,2020,12,12B_2020,Female
S000653,2020,12,12B_2020,Male
S000654,2020,12,12B_2020,Male
S000655,2020,12,12B_2020,Female
S000656,2020,12,12B_2020,Male
S000657,2020,12,12B_2020,Male
S000658,2020,12,12B_2020,Male
S000659,2020,12,12B_2020,Female
S000660,2020,12,12B_2020,Female
S000661,2020,12,12B_2020,Female
S000662,2020,12,12B_2020,Male
S000663,2020,12,12B_2020,Male
S000664,2020,12,12B_2020,Female
S000665,2020,12,12B_2020,Male
S000666,2020,12,12B_2020,Male
S000667,2020,12,12B_2020,Female
S000668,2020,12,12B_2020,Female
S000669,2020,12,12B_2020,Male
S000670,2020,12,12B_2020,Male
S000671,2020,12,12B_2020,Male
S000672,2020,12,12B_2020,Female
S000673,2020,12,12B_2020,Female
S000674,2020,12,12B_2020,Female
S000675,2020,12,12B_2020,Female
S000676,2020,12,12C_2020,Male
S000677,2020,12,12C_2020,Female
S000678,2020,12,12C_2020,Female
S000679,2020,12,12C_2020,Female
S000680,2020,12,12C_2020,Female
S000681,2020,12,12C_2020,Female
S000682,2020,12,12C_2020,Male
S000683,2020,12,12C_2020,Male
S000684,2020,12,12C_2020,Female
S000685,2020,12,12C_2020,Male
S000686,2020,12,12C_2020,Female
S000687,2020,12,12C_2020,Female
S000688,2020,12,12C_2020,Male
S000689,2020,12,12C_2020,Male
S000690,2020,12,12C_2020,Female
S000691,2020,12,12C_2020,Female
S000692,2020,12,12C_2020,Female
S000693,2020,12,12C_2020,Male
S000694,2020,12,12C_2020,Female
S000695,2020,12,12C_2020,Female
S000696,2020,12,12C_2020,Female
S000697,2020,12,12C_2020,Male
S000698,2020,12,12C_2020,Female
S000699,2020,12,12C_2020,Female
S000700,2020,12,12C_2020,Male
S000701,2020,12,12D_2020,Female
S000702,2020,12,12D_2020,Female
S000703,2020,12,12D_2020,Male
S000704,2020,12,12D_2020,Female
S000705,2020,12,12D_2020,Male
S000706,2020,12,12D_2020,Male
S000707,2020,12,12D_2020,Female
S000708,2020,12,12D_2020,Female
S000709,2020,12,12D_2020,Female
S000710,2020,12,12D_2020,Female
S000711,2020,12,12D_2020,Male
S000712,2020,12,12D_2020,Female
S000713,2020,12,12D_2020,Male
S000714,2020,12,12D_2020,Female
S000715,2020,12,12D_2020,Female
S000716,2020,12,12D_2020,Female
S000717,2020,12,12D_2020,Male
S000718,2020,12,12D_2020,Female
S000719,2020,12,12D_2020,Female
S000720,2020,12,12D_2020,Female
S000721,2020,12,12D_2020,Female
S000722,2020,12,12D_2020,Male
S000723,2020,12,12D_2020,Female
S000724,2020,12,12D_2020,Male
S000725,2020,12,12D_2020,Male
S000726,2020,12,12E_2020,Male
S000727,2020,12,12E_2020,Male
S000728,2020,12,12E_2020,Male
S000729,2020,12,12E_2020,Male
S000730,2020,12,12E_2020,Female
S000731,2020,12,12E_2020,Male
S000732,2020,12,12E_2020,Male
S000733,2020,12,12E_2020,Male
S000734,2020,12,12E_2020,Female
S000735,2020,12,12E_2020,Female
S000736,2020,12,12E_2020,Male
S000737,2020,12,12E_2020,Female
S000738,2020,12,12E_2020,Male
S000739,2020,12,12E_2020,Male
S000740,2020,12,12E_2020,Female
S000741,2020,12,12E_2020,Male
S000742,2020,12,12E_2020,Female
S000743,2020,12,12E_2020,Female
S000744,2020,12,12E_2020,Male
S000745,2020,12,12E_2020,Male
S000746,2020,12,12E_2020,Female
S000747,2020,12,12E_2020,Male
S000748,2020,12,12E_2020,Male
S000749,2020,12,12E_2020,Male
S000750,2020,12,12E_2020,Female
S000751,2021,7,7A_2021,Female
S000752,2021,7,7A_2021,Male
S000753,2021,7,7A_2021,Female
S000754,2021,7,7A_2021,Female
S000755,2021,7,7A_2021,Female
S000756,2021,7,7A_2021,Female
S000757,2021,7,7A_2021,Female
S000758,2021,7,7A_2021,Male
S000759,2021,7,7A_2021,Male
S000760,2021,7,7A_2021,Male
S000761,2021,7,7A_2021,Female
S000762,2021,7,7A_2021,Female
S000763,2021,7,7A_2021,Male
S000764,2021,7,7A_2021,Female
S000765,2021,7,7A_2021,Male
S000766,2021,7,7A_2021,Male
S000767,2021,7,7A_2021,Male
S000768,2021,7,7A_2021,Female
S000769,2021,7,7A_2021,Female
S000770,2021,7,7A_2021,Male
S000771,2021,7,7A_2021,Male
S000772,2021,7,7A_2021,Male
S000773,2021,7,7A_2021,Male
S000774,2021,7,7A_2021,Female
S000775,2021,7,7A_2021,Female
S000776,2021,7,7B_2021,Male
